idrecibo,fecha_emision,fecha_efecto,idpoliza,situacion,origen,importe_prima,importe_consorcio,importe_comision 
5697,2020-12-22,2020-12-23,359,CO,AU,34150,34,83
5698,2021-04-18,2021-04-19,1174,CO,MA,50753,11,50
5699,2022-02-22,2022-02-23,1257,AN,MA,49030,31,56
5700,2021-05-14,2021-05-15,429,CO,MA,59279,22,55
5701,2022-03-27,2022-03-28,1315,CO,AU,11770,25,73
5702,2022-01-23,2022-01-24,1918,AN,MA,54287,30,30
5703,2020-10-30,2020-10-31,1557,CO,MA,45145,11,12
5704,2021-09-01,2021-09-02,1470,CO,MA,89194,21,97
5705,2021-03-22,2021-03-23,468,AN,MA,42469,7,38
5706,2021-11-25,2021-11-26,52,CO,MA,17471,32,94
5707,2020-10-14,2020-10-15,1683,CO,MA,94816,15,12
5708,2022-03-28,2022-03-29,632,CO,AU,88020,20,90
5709,2022-04-11,2022-04-12,1583,AN,MA,62322,3,57
5710,2022-05-27,2022-05-28,52,AN,MA,64202,9,80
5711,2022-02-22,2022-02-23,1631,CO,AU,62015,3,96
5712,2022-02-19,2022-02-20,1298,CO,AU,72167,14,31
5713,2021-06-30,2021-07-01,1322,AN,MA,84052,32,44
5714,2022-01-12,2022-01-13,1397,AN,MA,42996,11,20
5715,2021-07-01,2021-07-02,1692,AN,MA,63509,30,78
5716,2020-11-30,2020-12-01,68,CO,AU,26771,12,59
5717,2021-10-17,2021-10-18,1852,AN,MA,24773,7,68
5718,2021-10-28,2021-10-29,1778,CO,AU,90300,1,80
5719,2021-12-08,2021-12-09,372,CO,AU,98601,30,15
5720,2021-06-09,2021-06-10,337,CO,MA,23000,1,51
5721,2022-02-14,2022-02-15,164,CO,AU,51658,3,79
5722,2021-12-25,2021-12-26,1212,CO,MA,19831,25,79
5723,2021-03-12,2021-03-13,1442,CO,MA,61019,25,81
5724,2022-01-11,2022-01-12,1843,AN,MA,1172,33,78
5725,2020-11-17,2020-11-18,501,AN,MA,38670,31,15
5726,2021-07-29,2021-07-30,844,AN,AU,16222,25,10
5727,2021-01-01,2021-01-02,1923,AN,AU,55943,33,95
5728,2021-06-19,2021-06-20,586,AN,MA,448,3,86
5729,2021-12-31,2022-01-01,382,CO,AU,52630,33,33
5730,2022-02-22,2022-02-23,726,AN,AU,98984,32,77
5731,2022-06-07,2022-06-08,376,CO,AU,17814,14,3
5732,2021-11-02,2021-11-03,1621,CO,AU,25841,15,26
5733,2021-11-11,2021-11-12,1587,AN,AU,23838,28,90
5734,2022-02-13,2022-02-14,743,CO,MA,53175,14,83
5735,2022-06-27,2022-06-28,366,AN,MA,12699,5,89
5736,2022-06-16,2022-06-17,942,CO,AU,19318,26,65
5737,2022-01-31,2022-02-01,35,CO,AU,67170,34,91
5738,2021-07-02,2021-07-03,166,AN,MA,56384,5,51
5739,2021-08-06,2021-08-07,1563,CO,MA,7736,24,12
5740,2020-11-01,2020-11-02,127,CO,MA,95018,18,71
5741,2021-03-24,2021-03-25,687,AN,AU,98888,8,86
5742,2022-05-04,2022-05-05,390,CO,AU,4117,12,26
5743,2020-11-05,2020-11-06,367,CO,MA,78810,28,48
5744,2022-02-24,2022-02-25,1152,AN,MA,58314,24,42
5745,2021-01-29,2021-01-30,1544,CO,AU,52973,5,64
5746,2021-03-21,2021-03-22,686,AN,MA,24830,9,45
5747,2021-07-11,2021-07-12,164,AN,AU,75264,11,61
5748,2021-05-27,2021-05-28,465,CO,MA,9655,32,65
5749,2021-06-30,2021-07-01,865,CO,MA,3616,18,37
5750,2021-02-18,2021-02-19,15,CO,AU,44111,9,47
5751,2021-04-26,2021-04-27,319,CO,AU,16499,9,31
5752,2022-06-23,2022-06-24,1805,CO,MA,96551,19,17
5753,2022-01-25,2022-01-26,237,AN,MA,83091,10,26
5754,2020-10-28,2020-10-29,97,AN,AU,28482,26,37
5755,2022-04-17,2022-04-18,1354,CO,AU,53904,5,88
5756,2020-12-09,2020-12-10,956,CO,MA,27210,33,84
5757,2021-10-28,2021-10-29,868,AN,AU,47357,29,52
5758,2021-10-11,2021-10-12,651,CO,MA,684,22,26
5759,2021-01-06,2021-01-07,1954,CO,MA,36124,22,3
5760,2022-02-05,2022-02-06,248,CO,AU,9274,3,53
5761,2021-12-20,2021-12-21,1018,AN,MA,90111,3,56
5762,2021-03-09,2021-03-10,23,CO,AU,69440,27,29
5763,2021-04-15,2021-04-16,1683,AN,AU,45336,11,57
5764,2022-06-24,2022-06-25,1263,CO,MA,58938,32,69
5765,2021-05-22,2021-05-23,1273,CO,AU,68503,13,72
5766,2022-03-11,2022-03-12,417,CO,AU,17148,18,71
5767,2022-05-16,2022-05-17,946,AN,AU,65800,31,3
5768,2021-03-01,2021-03-02,1078,AN,AU,78342,11,82
5769,2021-07-02,2021-07-03,1972,AN,AU,9296,2,41
5770,2022-03-12,2022-03-13,46,CO,AU,70312,21,20
5771,2022-05-25,2022-05-26,1441,AN,AU,1920,1,58
5772,2020-11-28,2020-11-29,373,AN,AU,43902,23,81
5773,2022-04-01,2022-04-02,284,CO,AU,97962,20,37
5774,2021-04-01,2021-04-02,304,CO,MA,5305,9,72
5775,2020-11-04,2020-11-05,1385,AN,MA,76633,23,94
5776,2021-10-11,2021-10-12,927,CO,MA,73261,10,26
5777,2022-01-17,2022-01-18,1310,AN,MA,39376,22,71
5778,2020-11-03,2020-11-04,747,CO,MA,96389,13,50
5779,2020-10-31,2020-11-01,927,AN,AU,91898,31,46
5780,2020-11-23,2020-11-24,1917,AN,AU,46098,1,74
5781,2022-03-02,2022-03-03,1867,CO,MA,57761,31,4
5782,2021-07-03,2021-07-04,275,AN,AU,90562,20,76
5783,2021-08-08,2021-08-09,1189,AN,MA,25882,1,63
5784,2020-11-02,2020-11-03,1476,CO,AU,90450,15,88
5785,2022-02-05,2022-02-06,1956,CO,MA,47283,18,64
5786,2022-06-03,2022-06-04,1897,AN,MA,30904,32,45
5787,2021-04-12,2021-04-13,1236,AN,MA,75947,2,32
5788,2020-10-11,2020-10-12,1489,AN,MA,96049,8,63
5789,2022-05-16,2022-05-17,1937,AN,MA,14083,8,98
5790,2021-12-06,2021-12-07,1898,CO,MA,2617,3,80
5791,2021-12-20,2021-12-21,354,AN,AU,34788,22,2
5792,2022-04-14,2022-04-15,511,CO,AU,17368,24,96
5793,2020-10-22,2020-10-23,267,AN,MA,69523,21,22
5794,2021-06-25,2021-06-26,1509,CO,AU,66254,26,23
5795,2022-02-15,2022-02-16,412,CO,AU,68968,16,77
5796,2020-11-22,2020-11-23,944,CO,AU,25300,23,53
5797,2020-10-16,2020-10-17,679,CO,MA,39626,17,62
5798,2022-05-13,2022-05-14,1051,CO,MA,94937,13,58
5799,2021-04-21,2021-04-22,1776,AN,AU,72509,7,30
5800,2021-06-09,2021-06-10,389,CO,AU,72549,3,15
5801,2022-03-31,2022-04-01,1554,AN,AU,70222,30,21
5802,2021-01-14,2021-01-15,1113,CO,AU,94643,17,6
5803,2021-06-23,2021-06-24,845,AN,AU,14473,16,50
5804,2021-03-01,2021-03-02,1480,CO,AU,69529,15,42
5805,2021-04-24,2021-04-25,1065,AN,MA,82132,22,36
5806,2021-11-06,2021-11-07,1782,AN,AU,15174,18,16
5807,2021-03-10,2021-03-11,1243,AN,MA,87937,15,92
5808,2020-12-26,2020-12-27,1828,AN,MA,50955,21,81
5809,2021-06-06,2021-06-07,681,CO,AU,25409,30,50
5810,2021-05-31,2021-06-01,1176,AN,MA,38615,14,43
5811,2021-09-15,2021-09-16,620,CO,AU,95439,32,66
5812,2021-04-13,2021-04-14,71,CO,AU,27091,22,59
5813,2021-08-28,2021-08-29,1310,CO,AU,37615,15,87
5814,2020-12-24,2020-12-25,1482,CO,MA,26427,32,53
5815,2021-08-04,2021-08-05,1403,CO,AU,76396,14,26
5816,2022-06-04,2022-06-05,442,AN,MA,85322,15,84
5817,2021-06-13,2021-06-14,155,CO,MA,94136,27,78
5818,2021-01-20,2021-01-21,1102,CO,AU,42730,4,36
5819,2021-03-14,2021-03-15,378,AN,AU,62755,23,72
5820,2021-09-14,2021-09-15,782,AN,AU,32009,11,27
5821,2021-07-07,2021-07-08,748,CO,MA,23135,11,61
5822,2021-06-15,2021-06-16,944,AN,AU,32441,31,92
5823,2021-06-05,2021-06-06,337,AN,AU,9655,11,72
5824,2022-05-14,2022-05-15,1813,AN,AU,20403,34,96
5825,2020-11-30,2020-12-01,836,CO,MA,56974,26,23
5826,2021-03-26,2021-03-27,276,AN,AU,92510,30,37
5827,2021-10-08,2021-10-09,1574,CO,AU,97564,2,47
5828,2021-02-14,2021-02-15,75,CO,MA,26553,33,20
5829,2022-03-04,2022-03-05,571,AN,AU,60101,28,38
5830,2021-06-21,2021-06-22,321,CO,AU,25455,2,8
5831,2022-03-28,2022-03-29,1969,CO,MA,12194,12,42
5832,2021-03-15,2021-03-16,496,CO,MA,57697,25,44
5833,2022-02-19,2022-02-20,43,CO,MA,11607,23,95
5834,2021-04-30,2021-05-01,748,CO,AU,9125,24,26
5835,2021-07-04,2021-07-05,1916,CO,MA,13884,30,56
5836,2021-11-02,2021-11-03,1537,CO,MA,34804,14,11
5837,2020-12-05,2020-12-06,1379,AN,AU,65984,5,55
5838,2021-01-04,2021-01-05,1396,CO,MA,17994,10,63
5839,2020-10-26,2020-10-27,166,AN,AU,46387,5,40
5840,2021-06-01,2021-06-02,541,CO,MA,43776,30,95
5841,2021-08-17,2021-08-18,186,AN,AU,48892,24,7
5842,2021-10-19,2021-10-20,1701,CO,AU,23660,14,65
5843,2022-04-30,2022-05-01,1617,CO,MA,14208,31,24
5844,2021-04-07,2021-04-08,1999,AN,AU,30018,23,72
5845,2022-06-24,2022-06-25,210,CO,AU,954,26,79
5846,2021-07-21,2021-07-22,1132,CO,MA,79712,30,86
5847,2021-06-06,2021-06-07,1650,AN,MA,84630,24,18
5848,2022-01-17,2022-01-18,1387,CO,AU,87495,20,95
5849,2021-12-29,2021-12-30,1280,AN,AU,34955,31,20
5850,2021-09-22,2021-09-23,643,CO,AU,27305,30,99
5851,2021-06-07,2021-06-08,998,AN,AU,71847,7,98
5852,2022-04-28,2022-04-29,1324,CO,MA,26973,24,81
5853,2020-12-29,2020-12-30,1908,CO,MA,9718,7,99
5854,2021-01-18,2021-01-19,314,AN,MA,25847,18,26
5855,2021-04-30,2021-05-01,1134,CO,AU,4190,17,43
5856,2022-02-03,2022-02-04,736,AN,MA,87459,26,48
5857,2020-12-27,2020-12-28,943,CO,AU,89205,19,55
5858,2022-06-29,2022-06-30,1957,CO,MA,67686,30,90
5859,2022-05-13,2022-05-14,720,AN,AU,24216,12,80
5860,2022-06-13,2022-06-14,1417,CO,AU,12752,22,13
5861,2021-11-06,2021-11-07,597,CO,MA,58656,20,17
5862,2022-05-04,2022-05-05,73,CO,MA,37228,11,82
5863,2021-12-28,2021-12-29,651,CO,AU,30994,24,49
5864,2021-10-11,2021-10-12,550,CO,AU,59513,32,40
5865,2021-11-15,2021-11-16,1314,AN,AU,32902,3,23
5866,2021-01-21,2021-01-22,1299,AN,MA,21016,15,77
5867,2022-03-04,2022-03-05,885,AN,AU,53037,28,7
5868,2021-09-23,2021-09-24,906,AN,MA,92585,20,21
5869,2022-05-03,2022-05-04,431,CO,AU,59153,27,2
5870,2021-12-26,2021-12-27,1375,CO,MA,15903,9,15
5871,2022-04-09,2022-04-10,396,CO,MA,16681,34,77
5872,2022-02-16,2022-02-17,1301,CO,AU,83639,30,3
5873,2020-11-06,2020-11-07,1358,CO,MA,78414,20,36
5874,2021-07-25,2021-07-26,196,CO,AU,18978,14,48
5875,2022-03-24,2022-03-25,1493,AN,MA,65693,31,46
5876,2021-12-10,2021-12-11,1157,CO,MA,22508,1,73
5877,2021-09-11,2021-09-12,455,AN,AU,70474,5,37
5878,2022-02-17,2022-02-18,262,CO,AU,13336,22,89
5879,2022-02-25,2022-02-26,1026,AN,AU,5548,4,75
5880,2020-10-16,2020-10-17,1598,AN,AU,28143,27,95
5881,2020-11-27,2020-11-28,1660,CO,AU,46622,14,73
5882,2022-01-26,2022-01-27,103,AN,MA,6977,22,20
5883,2021-06-30,2021-07-01,1166,AN,AU,35222,34,83
5884,2022-06-02,2022-06-03,539,AN,MA,58825,6,24
5885,2021-06-09,2021-06-10,1045,CO,MA,89889,10,36
5886,2022-02-12,2022-02-13,158,AN,AU,41499,5,27
5887,2021-11-07,2021-11-08,41,AN,MA,6251,15,92
5888,2020-10-29,2020-10-30,1080,AN,AU,60532,29,5
5889,2020-11-26,2020-11-27,602,CO,MA,49445,20,74
5890,2020-12-09,2020-12-10,46,CO,AU,70322,31,19
5891,2020-11-16,2020-11-17,1471,CO,MA,87133,27,9
5892,2021-12-25,2021-12-26,228,AN,MA,11463,28,61
5893,2020-10-31,2020-11-01,800,AN,AU,79324,8,55
5894,2022-05-29,2022-05-30,579,CO,MA,21338,18,30
5895,2021-12-27,2021-12-28,210,CO,AU,77345,25,24
5896,2021-01-01,2021-01-02,48,CO,AU,35537,23,74
5897,2022-01-15,2022-01-16,1358,CO,AU,6706,29,24
5898,2021-03-15,2021-03-16,476,CO,AU,85739,25,22
5899,2021-11-17,2021-11-18,1037,AN,MA,65550,29,90
5900,2022-06-15,2022-06-16,1836,CO,MA,75234,2,64
5901,2022-03-20,2022-03-21,1013,AN,MA,95047,20,15
5902,2021-05-10,2021-05-11,765,AN,AU,27215,19,78
5903,2022-05-03,2022-05-04,1830,CO,AU,83433,1,90
5904,2021-07-03,2021-07-04,616,CO,MA,3906,7,99
5905,2021-09-04,2021-09-05,610,CO,MA,33905,31,29
5906,2021-11-29,2021-11-30,359,AN,MA,75944,33,25
5907,2022-01-27,2022-01-28,1667,CO,MA,6752,1,19
5908,2021-04-28,2021-04-29,1379,CO,AU,3784,4,35
5909,2022-04-17,2022-04-18,1983,CO,MA,56628,1,20
5910,2021-10-06,2021-10-07,1298,AN,AU,37344,26,27
5911,2020-10-17,2020-10-18,329,AN,MA,23452,26,12
5912,2021-09-23,2021-09-24,1481,CO,MA,71002,9,65
5913,2022-04-26,2022-04-27,167,AN,AU,52771,28,26
5914,2022-05-01,2022-05-02,204,CO,MA,39364,32,14
5915,2020-12-17,2020-12-18,493,CO,MA,89916,19,68
5916,2021-02-11,2021-02-12,228,AN,MA,8434,19,46
5917,2021-01-12,2021-01-13,363,AN,MA,41461,6,15
5918,2021-04-05,2021-04-06,163,AN,MA,41129,5,13
5919,2020-12-21,2020-12-22,1359,CO,MA,43120,14,23
5920,2021-10-20,2021-10-21,1230,AN,AU,71792,11,99
5921,2021-06-23,2021-06-24,414,CO,MA,15316,34,57
5922,2020-11-10,2020-11-11,1267,AN,MA,18286,8,63
5923,2022-05-28,2022-05-29,1936,CO,AU,218,16,39
5924,2022-05-19,2022-05-20,1961,CO,AU,9564,22,3
5925,2021-12-03,2021-12-04,57,AN,MA,6874,28,94
5926,2021-12-15,2021-12-16,1865,AN,MA,58596,27,43
5927,2021-07-04,2021-07-05,1510,CO,MA,18902,4,60
5928,2021-09-28,2021-09-29,330,AN,AU,49093,24,45
5929,2021-02-13,2021-02-14,174,AN,AU,10214,9,54
5930,2021-12-12,2021-12-13,1032,CO,AU,61323,33,71
5931,2022-04-21,2022-04-22,1448,CO,MA,57968,21,81
5932,2021-08-02,2021-08-03,1663,CO,AU,29429,30,97
5933,2021-02-06,2021-02-07,1398,AN,MA,52976,29,64
5934,2020-11-16,2020-11-17,395,CO,MA,81517,33,23
5935,2021-10-08,2021-10-09,559,AN,AU,11601,20,39
5936,2022-05-27,2022-05-28,1067,AN,MA,72862,25,87
5937,2022-02-19,2022-02-20,1493,CO,MA,28349,5,81
5938,2022-02-09,2022-02-10,1801,CO,MA,57105,3,51
5939,2021-11-03,2021-11-04,860,CO,MA,39421,29,61
5940,2021-06-14,2021-06-15,71,CO,AU,46079,3,21
5941,2021-07-29,2021-07-30,604,CO,AU,85544,5,76
5942,2022-06-30,2022-07-01,1117,AN,AU,83662,1,89
5943,2022-01-22,2022-01-23,1332,AN,MA,84360,18,84
5944,2021-02-28,2021-03-01,583,CO,AU,2144,7,84
5945,2021-09-24,2021-09-25,1321,CO,AU,87729,30,97
5946,2021-08-07,2021-08-08,564,AN,MA,58796,34,87
5947,2020-10-31,2020-11-01,859,CO,MA,83221,25,47
5948,2021-03-10,2021-03-11,151,AN,MA,65614,18,71
5949,2022-01-01,2022-01-02,215,CO,MA,84991,10,72
5950,2020-12-19,2020-12-20,1373,CO,MA,74062,3,38
5951,2021-03-22,2021-03-23,1072,CO,MA,90952,28,78
5952,2022-02-07,2022-02-08,1288,AN,MA,46883,14,11
5953,2021-11-09,2021-11-10,126,AN,AU,67509,16,82
5954,2021-03-27,2021-03-28,841,AN,MA,14800,6,82
5955,2022-06-03,2022-06-04,709,AN,AU,89625,11,93
5956,2021-06-22,2021-06-23,1801,CO,MA,47691,3,56
5957,2020-11-03,2020-11-04,1460,CO,MA,42590,15,55
5958,2022-06-09,2022-06-10,634,AN,MA,37259,26,55
5959,2020-12-20,2020-12-21,570,AN,AU,10794,26,62
5960,2021-05-16,2021-05-17,740,CO,AU,16309,13,3
5961,2022-03-18,2022-03-19,1337,AN,AU,49003,30,39
5962,2020-12-06,2020-12-07,521,CO,AU,68800,21,13
5963,2020-12-04,2020-12-05,1483,CO,MA,83974,10,14
5964,2021-10-31,2021-11-01,302,CO,AU,45734,9,54
5965,2021-01-31,2021-02-01,212,AN,MA,32741,34,51
5966,2021-12-14,2021-12-15,1617,CO,AU,44557,23,13
5967,2022-02-15,2022-02-16,26,AN,AU,59956,2,48
5968,2022-01-28,2022-01-29,971,CO,MA,42944,1,77
5969,2021-06-17,2021-06-18,620,AN,MA,44230,16,37
5970,2021-08-16,2021-08-17,582,AN,AU,31774,26,61
5971,2021-06-27,2021-06-28,1639,AN,MA,73438,24,90
5972,2021-05-15,2021-05-16,579,AN,MA,39672,9,69
5973,2022-03-05,2022-03-06,1959,AN,MA,52205,15,62
5974,2021-05-03,2021-05-04,167,AN,AU,77417,13,82
5975,2021-08-19,2021-08-20,619,CO,AU,98881,8,8
5976,2022-02-14,2022-02-15,1242,CO,MA,75409,20,57
5977,2021-11-30,2021-12-01,1248,CO,AU,91356,4,41
5978,2021-08-22,2021-08-23,1647,AN,AU,24043,6,28
5979,2021-11-10,2021-11-11,384,CO,MA,85603,6,43
5980,2021-05-11,2021-05-12,1601,CO,MA,64281,30,16
5981,2022-04-01,2022-04-02,1467,AN,MA,66866,10,18
5982,2022-06-15,2022-06-16,308,CO,AU,75985,31,70
5983,2020-12-14,2020-12-15,888,AN,AU,27385,3,11
5984,2022-03-20,2022-03-21,1923,AN,AU,6384,25,7
5985,2022-02-20,2022-02-21,148,CO,AU,89765,28,19
5986,2022-01-02,2022-01-03,1754,AN,AU,20220,4,32
5987,2022-01-19,2022-01-20,1155,CO,AU,61580,10,53
5988,2022-01-04,2022-01-05,308,CO,MA,97911,5,91
5989,2022-03-16,2022-03-17,1728,AN,AU,96733,23,3
5990,2021-05-30,2021-05-31,1742,AN,MA,71283,26,7
5991,2021-06-15,2021-06-16,1229,CO,MA,70910,3,16
5992,2021-10-24,2021-10-25,626,AN,MA,50366,22,20
5993,2021-05-30,2021-05-31,424,AN,AU,96234,1,42
5994,2021-11-30,2021-12-01,272,CO,MA,99504,21,8
5995,2020-12-13,2020-12-14,661,AN,AU,73047,33,78
5996,2022-05-05,2022-05-06,854,CO,MA,74252,1,55
5997,2022-02-27,2022-02-28,1488,AN,MA,87079,29,26
5998,2021-12-07,2021-12-08,1983,CO,AU,77338,22,64
5999,2022-02-20,2022-02-21,1871,CO,AU,14729,12,18
6000,2021-07-02,2021-07-03,445,CO,MA,6130,31,71
6001,2021-09-07,2021-09-08,541,CO,MA,96606,16,80
6002,2020-10-26,2020-10-27,850,AN,MA,9742,33,3
6003,2021-10-18,2021-10-19,1786,CO,AU,46354,4,94
6004,2021-07-19,2021-07-20,676,CO,AU,68268,31,25
6005,2022-01-13,2022-01-14,1874,CO,MA,29129,4,69
6006,2021-12-03,2021-12-04,948,CO,MA,41357,1,18
6007,2021-04-26,2021-04-27,483,CO,AU,82765,2,65
6008,2022-05-27,2022-05-28,471,AN,AU,59231,14,71
6009,2022-05-23,2022-05-24,816,CO,MA,46150,3,9
6010,2021-04-23,2021-04-24,117,AN,AU,9055,13,74
6011,2022-01-08,2022-01-09,918,AN,MA,78567,33,45
6012,2022-01-04,2022-01-05,386,CO,AU,79405,22,60
6013,2022-03-03,2022-03-04,135,AN,AU,10382,13,4
6014,2022-01-04,2022-01-05,201,CO,MA,95285,15,27
6015,2022-06-26,2022-06-27,1286,CO,MA,45198,33,90
6016,2022-01-03,2022-01-04,149,AN,AU,41830,12,64
6017,2021-05-15,2021-05-16,1570,AN,MA,72822,4,99
6018,2022-05-23,2022-05-24,1789,CO,MA,55570,1,82
6019,2021-01-30,2021-01-31,1846,AN,AU,1323,27,88
6020,2021-07-28,2021-07-29,1895,CO,MA,96093,8,47
6021,2021-06-14,2021-06-15,1321,CO,MA,64320,28,43
6022,2020-12-25,2020-12-26,803,CO,MA,13883,34,30
6023,2021-10-27,2021-10-28,575,CO,MA,97035,34,34
6024,2022-05-07,2022-05-08,478,CO,MA,52519,13,51
6025,2022-05-26,2022-05-27,196,AN,AU,98702,13,27
6026,2020-10-24,2020-10-25,1795,AN,MA,94694,33,99
6027,2021-01-30,2021-01-31,149,AN,MA,7702,7,27
6028,2020-10-17,2020-10-18,1825,CO,MA,59640,8,57
6029,2021-09-15,2021-09-16,1148,CO,AU,24394,10,46
6030,2022-06-20,2022-06-21,136,AN,AU,8312,33,9
6031,2021-07-29,2021-07-30,1434,CO,AU,51984,7,55
6032,2021-12-05,2021-12-06,1420,AN,AU,34591,2,20
6033,2020-11-14,2020-11-15,1811,CO,MA,59004,16,25
6034,2022-07-03,2022-07-04,1099,CO,AU,61171,20,83
6035,2021-01-11,2021-01-12,1789,AN,MA,29653,20,29
6036,2022-05-17,2022-05-18,235,CO,AU,54795,7,37
6037,2021-12-02,2021-12-03,1487,CO,MA,47944,13,51
6038,2022-02-28,2022-03-01,1845,AN,MA,71354,10,65
6039,2021-04-12,2021-04-13,1828,AN,AU,56259,31,18
6040,2022-04-15,2022-04-16,1298,AN,MA,98988,7,66
6041,2022-03-04,2022-03-05,1516,CO,AU,25849,31,35
6042,2021-06-16,2021-06-17,1156,AN,AU,91040,21,57
6043,2021-02-20,2021-02-21,266,CO,AU,50597,11,95
6044,2022-03-28,2022-03-29,974,CO,MA,34278,6,36
6045,2022-01-12,2022-01-13,288,CO,AU,37631,2,87
6046,2021-07-21,2021-07-22,179,AN,AU,43314,23,27
6047,2021-03-12,2021-03-13,259,AN,MA,35107,30,81
6048,2021-07-18,2021-07-19,180,CO,AU,67343,16,34
6049,2021-05-08,2021-05-09,1590,AN,MA,79937,21,44
6050,2022-02-22,2022-02-23,1293,CO,MA,83711,8,76
6051,2022-01-29,2022-01-30,1369,CO,AU,45802,20,42
6052,2021-08-22,2021-08-23,1982,AN,AU,27983,29,32
6053,2021-12-14,2021-12-15,1673,AN,MA,61034,2,43
6054,2022-03-24,2022-03-25,1023,AN,MA,84580,20,64
6055,2021-03-05,2021-03-06,1907,AN,MA,51253,17,43
6056,2022-03-25,2022-03-26,1427,AN,MA,38127,22,3
6057,2021-02-18,2021-02-19,346,CO,MA,95155,24,75
6058,2022-02-11,2022-02-12,1484,AN,MA,80526,12,23
6059,2021-12-08,2021-12-09,1076,CO,AU,52471,14,1
6060,2021-12-16,2021-12-17,49,CO,MA,49382,30,39
6061,2022-06-23,2022-06-24,1839,AN,MA,44885,19,45
6062,2021-07-01,2021-07-02,624,CO,MA,83259,22,70
6063,2021-05-26,2021-05-27,1531,AN,MA,34565,14,30
6064,2021-03-19,2021-03-20,133,CO,MA,52819,26,83
6065,2021-01-26,2021-01-27,1108,CO,MA,90823,31,97
6066,2022-02-17,2022-02-18,883,AN,AU,82982,12,32
6067,2020-12-11,2020-12-12,1124,CO,AU,6098,19,47
6068,2021-06-03,2021-06-04,780,AN,AU,80947,12,58
6069,2022-03-12,2022-03-13,695,CO,MA,86686,6,83
6070,2022-01-19,2022-01-20,1634,AN,AU,75034,21,81
6071,2021-06-30,2021-07-01,512,AN,AU,78462,1,9
6072,2022-03-17,2022-03-18,1120,AN,MA,12016,33,33
6073,2022-02-10,2022-02-11,1050,AN,MA,37594,22,39
6074,2020-11-20,2020-11-21,690,CO,AU,88737,26,35
6075,2021-09-13,2021-09-14,801,AN,AU,52128,5,35
6076,2021-02-19,2021-02-20,1995,AN,MA,69522,20,9
6077,2021-06-09,2021-06-10,1,AN,MA,10531,13,99
6078,2021-03-01,2021-03-02,1200,AN,MA,48240,23,79
6079,2021-04-30,2021-05-01,333,AN,AU,44176,16,8
6080,2021-09-11,2021-09-12,786,AN,AU,93399,33,52
6081,2022-05-06,2022-05-07,1068,CO,MA,72993,20,80
6082,2021-09-03,2021-09-04,81,CO,AU,53262,10,48
6083,2020-10-11,2020-10-12,1332,CO,AU,56482,28,86
6084,2022-02-06,2022-02-07,419,AN,MA,90240,10,33
6085,2022-05-22,2022-05-23,740,AN,AU,89711,31,35
6086,2021-06-16,2021-06-17,1635,AN,MA,91615,2,62
6087,2022-04-12,2022-04-13,160,CO,MA,75670,31,31
6088,2020-10-29,2020-10-30,1998,CO,MA,8959,8,7
6089,2021-05-05,2021-05-06,768,AN,MA,72471,8,78
6090,2021-02-12,2021-02-13,387,AN,MA,35374,16,85
6091,2020-10-21,2020-10-22,1130,CO,MA,80314,12,18
6092,2021-10-05,2021-10-06,1851,AN,AU,78845,15,9
6093,2022-03-23,2022-03-24,173,AN,AU,77022,3,31
6094,2021-02-01,2021-02-02,1435,AN,AU,10972,33,26
6095,2021-01-03,2021-01-04,337,AN,AU,2791,3,87
6096,2020-10-15,2020-10-16,660,AN,AU,7297,11,92
6097,2021-10-07,2021-10-08,1124,AN,MA,88216,30,7
6098,2022-04-10,2022-04-11,551,CO,MA,70206,8,90
6099,2020-11-15,2020-11-16,1828,CO,AU,18870,7,27
6100,2020-10-20,2020-10-21,1731,CO,AU,10164,16,38
6101,2021-03-06,2021-03-07,1955,CO,AU,92160,25,99
6102,2022-05-08,2022-05-09,86,CO,AU,26024,27,93
6103,2022-02-27,2022-02-28,334,CO,AU,65802,1,19
6104,2022-06-25,2022-06-26,1608,AN,MA,17845,32,66
6105,2021-07-18,2021-07-19,370,AN,AU,56813,3,31
6106,2022-02-22,2022-02-23,1099,AN,AU,90937,19,65
6107,2021-07-25,2021-07-26,1030,AN,AU,55688,14,30
6108,2022-03-28,2022-03-29,1900,CO,AU,84055,33,83
6109,2020-11-10,2020-11-11,1283,CO,MA,77974,16,92
6110,2021-06-02,2021-06-03,1044,AN,AU,13831,5,14
6111,2021-08-08,2021-08-09,1962,CO,AU,68813,17,30
6112,2021-04-20,2021-04-21,1341,AN,AU,19075,26,22
6113,2022-01-10,2022-01-11,921,AN,MA,50375,31,13
6114,2021-04-28,2021-04-29,636,AN,MA,28091,29,60
6115,2021-05-25,2021-05-26,898,AN,AU,60970,8,31
6116,2021-11-08,2021-11-09,1056,CO,MA,76140,12,11
6117,2021-03-15,2021-03-16,169,AN,AU,16321,4,98
6118,2020-11-27,2020-11-28,307,AN,MA,74598,13,43
6119,2021-11-25,2021-11-26,1799,AN,MA,55601,10,26
6120,2022-01-19,2022-01-20,1155,AN,AU,54048,9,70
6121,2021-07-22,2021-07-23,644,CO,AU,5770,13,60
6122,2022-01-29,2022-01-30,1884,AN,AU,15844,17,60
6123,2022-04-08,2022-04-09,1438,CO,MA,55608,17,45
6124,2021-03-21,2021-03-22,657,CO,MA,71849,17,43
6125,2022-03-18,2022-03-19,32,CO,AU,96129,13,64
