idpago,idsiniestro,estado,fecha_pago,importe_pago,tipo_pago 
4650,1943,AN,9999-12-31,1201,T
4651,1278,AN,9999-12-31,2803,T
4652,3118,CO,2021-10-30,79948,E
4653,383,AN,9999-12-31,54464,E
4654,755,CO,2021-09-26,87666,E
4655,2379,AN,9999-12-31,76569,E
4656,3643,AN,9999-12-31,84527,T
4657,3506,CO,2022-04-04,60398,T
4658,3395,AN,9999-12-31,3128,E
4659,3190,CO,2022-03-10,3317,T
4660,2486,CO,2021-09-08,54775,E
4661,3746,CO,2022-04-25,86851,T
4662,155,AN,9999-12-31,45429,E
4663,1717,AN,9999-12-31,77661,E
4664,2755,CO,2021-09-15,3636,T
4665,843,CO,2022-01-30,41362,T
4666,1237,CO,2020-10-18,45677,T
4667,1296,AN,9999-12-31,63242,T
4668,3826,AN,9999-12-31,30898,E
4669,1305,AN,9999-12-31,77372,T
4670,2611,AN,9999-12-31,12142,E
4671,1268,CO,2021-04-14,14440,T
4672,3246,AN,9999-12-31,85955,T
4673,2915,CO,2022-02-13,14978,E
4674,1128,AN,9999-12-31,54851,T
4675,3813,CO,2021-11-25,39345,T
4676,2578,CO,2021-02-07,20096,E
4677,3941,CO,2022-04-26,56326,E
4678,1481,CO,2022-02-16,73468,T
4679,2564,AN,9999-12-31,45329,T
4680,271,AN,9999-12-31,12545,T
4681,1722,AN,9999-12-31,8915,E
4682,2386,AN,9999-12-31,4103,E
4683,3050,CO,2021-08-25,96941,E
4684,197,CO,2021-06-09,60979,E
4685,3228,AN,9999-12-31,97381,E
4686,999,CO,2020-12-15,98378,T
4687,1843,CO,2020-10-24,79056,E
4688,1730,CO,2022-05-13,71692,T
4689,130,AN,9999-12-31,42257,T
4690,3438,CO,2021-03-06,99580,T
4691,3004,AN,9999-12-31,82742,E
4692,936,AN,9999-12-31,21817,T
4693,2641,AN,9999-12-31,47521,E
4694,3958,AN,9999-12-31,61317,E
4695,219,CO,2021-06-07,77480,E
4696,2233,CO,2021-11-18,3678,T
4697,2547,CO,2021-04-11,75793,T
4698,3289,CO,2022-03-18,79604,E
4699,1408,AN,9999-12-31,51749,E
4700,1351,CO,2022-06-03,91493,E
4701,2710,CO,2021-06-20,77242,E
4702,1378,AN,9999-12-31,44275,E
4703,218,AN,9999-12-31,44737,T
4704,1612,CO,2021-07-01,25677,E
4705,707,CO,2022-04-27,61305,T
4706,643,AN,9999-12-31,22681,E
4707,2169,AN,9999-12-31,74574,T
4708,163,AN,9999-12-31,71935,T
4709,3818,CO,2021-07-12,82178,E
4710,285,CO,2022-07-05,46825,E
4711,3648,CO,2022-04-25,30624,T
4712,306,AN,9999-12-31,59361,T
4713,562,AN,9999-12-31,46302,T
4714,1773,AN,9999-12-31,61712,E
4715,301,CO,2021-06-18,10128,T
4716,3322,AN,9999-12-31,16713,T
4717,1311,AN,9999-12-31,41170,T
4718,2752,AN,9999-12-31,41544,T
4719,840,CO,2022-06-02,27418,E
4720,274,CO,2020-10-12,92450,E
4721,227,AN,9999-12-31,6066,E
4722,1804,AN,9999-12-31,96748,E
4723,973,AN,9999-12-31,90842,E
4724,3343,AN,9999-12-31,74640,T
4725,3923,CO,2021-05-24,37765,E
4726,1124,AN,9999-12-31,24896,E
4727,1293,AN,9999-12-31,6278,E
4728,670,AN,9999-12-31,49229,T
4729,3085,CO,2021-03-11,32910,E
4730,473,AN,9999-12-31,40369,T
4731,783,CO,2021-07-01,62450,E
4732,3798,CO,2022-05-08,61865,T
4733,1667,CO,2021-09-30,95319,E
4734,3267,CO,2022-07-02,46440,E
4735,811,CO,2021-10-02,97553,E
4736,924,CO,2021-05-21,36015,T
4737,3942,AN,9999-12-31,28111,E
4738,1151,AN,9999-12-31,35255,T
4739,1430,CO,2021-07-22,30679,E
4740,562,CO,2021-11-13,25653,T
4741,2179,AN,9999-12-31,28171,T
4742,3650,CO,2021-03-12,68393,T
4743,3270,AN,9999-12-31,39845,T
4744,178,CO,2022-06-10,70937,E
4745,2945,AN,9999-12-31,53956,T
4746,544,AN,9999-12-31,63906,T
4747,1420,AN,9999-12-31,94853,E
4748,3427,CO,2020-11-30,69205,T
4749,1373,AN,9999-12-31,742,E
4750,258,AN,9999-12-31,6312,E
4751,585,CO,2021-07-30,1222,E
4752,1806,CO,2021-10-08,86854,T
4753,1455,AN,9999-12-31,72929,E
4754,1527,AN,9999-12-31,1321,T
4755,1600,AN,9999-12-31,50967,T
4756,2163,AN,9999-12-31,92631,E
4757,2578,AN,9999-12-31,514,E
4758,142,AN,9999-12-31,26185,T
4759,3046,AN,9999-12-31,71506,T
4760,686,AN,9999-12-31,11405,E
4761,1258,CO,2021-02-09,76857,T
4762,429,CO,2022-01-06,25397,E
4763,1856,CO,2022-06-23,43380,T
4764,720,AN,9999-12-31,72825,E
4765,2937,CO,2021-10-27,19855,T
4766,2879,AN,9999-12-31,88542,E
4767,2454,AN,9999-12-31,96862,T
4768,1475,CO,2021-10-23,8948,T
4769,3913,AN,9999-12-31,12852,E
4770,105,AN,9999-12-31,27259,E
4771,3829,AN,9999-12-31,87862,T
4772,378,AN,9999-12-31,73927,E
4773,300,AN,9999-12-31,67791,E
4774,931,AN,9999-12-31,27600,E
4775,1047,AN,9999-12-31,52986,E
4776,3393,CO,2021-04-09,96742,E
4777,1216,CO,2021-04-20,36793,E
4778,1289,AN,9999-12-31,69541,E
4779,3508,AN,9999-12-31,48198,E
4780,1876,CO,2021-09-14,1324,T
4781,3207,CO,2020-12-16,28593,T
4782,2783,AN,9999-12-31,73483,E
4783,558,CO,2020-11-25,87273,E
4784,2666,AN,9999-12-31,55672,T
4785,972,CO,2021-06-06,82985,E
4786,2195,CO,2021-07-03,43741,E
4787,1627,AN,9999-12-31,91210,E
4788,158,CO,2021-06-11,52743,T
4789,2974,AN,9999-12-31,81827,T
4790,1515,CO,2022-04-29,21770,T
4791,2313,AN,9999-12-31,93063,E
4792,1337,CO,2021-02-08,65950,T
4793,1118,CO,2021-12-13,35198,T
4794,583,CO,2021-03-29,39218,E
4795,252,CO,2021-07-15,36936,E
4796,583,AN,9999-12-31,66704,T
4797,3972,AN,9999-12-31,73440,T
4798,3148,CO,2021-01-29,34393,T
4799,3698,CO,2020-11-25,38073,E
4800,230,CO,2020-10-14,85240,T
4801,602,CO,2022-03-06,87349,E
4802,1075,AN,9999-12-31,46774,E
4803,3645,AN,9999-12-31,57041,T
4804,3990,AN,9999-12-31,30174,E
4805,2351,AN,9999-12-31,72106,T
4806,3313,CO,2021-07-05,84688,T
4807,3009,CO,2020-11-02,37882,T
4808,1964,CO,2021-11-14,83823,T
4809,2218,CO,2022-03-21,68115,E
4810,3342,AN,9999-12-31,53272,E
4811,675,AN,9999-12-31,53462,E
4812,2172,CO,2021-06-02,70362,T
4813,1905,CO,2021-04-07,10412,E
4814,2653,AN,9999-12-31,72462,E
4815,3250,AN,9999-12-31,61777,E
4816,1103,AN,9999-12-31,17506,E
4817,2609,CO,2021-11-18,32479,T
4818,3557,CO,2021-01-04,86738,E
4819,2124,CO,2021-04-27,40740,T
4820,1238,CO,2021-01-09,28287,T
4821,847,AN,9999-12-31,46592,E
4822,70,AN,9999-12-31,16642,T
4823,3331,CO,2022-07-01,35048,T
4824,2163,CO,2021-11-05,20412,T
4825,3186,AN,9999-12-31,83404,E
4826,3582,CO,2021-08-24,33472,E
4827,3492,AN,9999-12-31,64134,T
4828,3399,AN,9999-12-31,41844,E
4829,3576,CO,2021-07-27,38205,E
4830,424,AN,9999-12-31,5151,T
4831,3078,CO,2021-04-14,81648,T
4832,282,AN,9999-12-31,76953,E
4833,2434,AN,9999-12-31,46892,E
4834,3493,AN,9999-12-31,85425,E
4835,361,CO,2022-02-06,54236,T
4836,749,CO,2020-11-21,70078,E
4837,310,CO,2021-02-28,94245,T
4838,1760,CO,2021-05-11,27374,E
4839,1532,CO,2021-06-17,45064,E
4840,3719,AN,9999-12-31,50124,T
4841,3749,CO,2021-04-19,37424,E
4842,2060,CO,2021-09-22,65912,T
4843,1839,CO,2021-02-16,23609,T
4844,1235,AN,9999-12-31,64618,T
4845,3508,CO,2020-10-13,3827,E
4846,436,AN,9999-12-31,23303,E
4847,2173,AN,9999-12-31,64597,E
4848,3206,AN,9999-12-31,82865,E
4849,970,CO,2021-03-09,78662,T
4850,361,CO,2020-10-17,78771,E
4851,1531,CO,2020-10-30,12040,T
4852,3573,AN,9999-12-31,32162,E
4853,855,CO,2022-03-19,1772,E
4854,1270,AN,9999-12-31,31184,E
4855,197,AN,9999-12-31,88703,E
4856,2813,CO,2021-12-31,10760,E
4857,2222,CO,2021-07-27,20631,T
4858,1977,AN,9999-12-31,93376,E
4859,1113,CO,2020-10-30,60178,T
4860,3355,CO,2022-03-24,98324,E
4861,3547,AN,9999-12-31,88556,E
4862,2522,AN,9999-12-31,8786,T
4863,1414,CO,2021-02-09,55160,T
4864,2220,AN,9999-12-31,95278,T
4865,3707,AN,9999-12-31,4678,T
4866,834,CO,2022-02-16,52083,E
4867,1767,CO,2022-02-23,73343,T
4868,2011,CO,2022-02-24,21845,T
4869,3917,CO,2021-01-19,34382,E
4870,3816,AN,9999-12-31,34790,T
4871,654,CO,2021-12-27,88676,E
4872,581,AN,9999-12-31,95362,T
4873,18,CO,2021-05-15,38510,E
4874,3903,CO,2021-06-27,55515,T
4875,628,CO,2021-05-30,54267,T
4876,3760,CO,2022-05-24,47478,T
4877,437,AN,9999-12-31,14894,E
4878,2137,CO,2021-11-11,25742,T
4879,270,CO,2020-11-11,69670,T
4880,2532,AN,9999-12-31,94397,T
4881,1139,CO,2020-11-04,98812,E
4882,2083,AN,9999-12-31,99493,T
4883,125,AN,9999-12-31,61079,T
4884,2569,CO,2020-12-21,46154,T
4885,3783,AN,9999-12-31,89204,E
4886,632,AN,9999-12-31,93847,T
4887,2091,AN,9999-12-31,14145,E
4888,2391,CO,2021-07-26,95616,T
4889,3306,CO,2021-05-29,95161,E
4890,2058,AN,9999-12-31,79077,E
4891,965,CO,2021-06-11,31063,E
4892,2415,AN,9999-12-31,95168,E
4893,1508,AN,9999-12-31,71246,T
4894,2715,AN,9999-12-31,27198,T
4895,432,CO,2022-03-28,97348,T
4896,2086,CO,2021-05-26,81713,T
4897,2751,CO,2021-02-06,30934,T
4898,3890,CO,2022-06-15,69893,T
4899,2097,CO,2021-05-17,74955,E
4900,3005,AN,9999-12-31,92682,T
4901,1190,AN,9999-12-31,53213,T
4902,3874,CO,2021-09-02,10422,T
4903,1459,AN,9999-12-31,2496,E
4904,3869,AN,9999-12-31,70746,T
4905,234,CO,2020-10-30,94512,T
4906,3942,CO,2021-08-05,70268,T
4907,3589,CO,2021-08-09,5009,T
4908,2957,CO,2021-09-23,90413,E
4909,946,AN,9999-12-31,50985,T
4910,3314,CO,2021-10-23,24436,T
4911,3880,CO,2021-05-18,85212,E
4912,35,AN,9999-12-31,16310,E
4913,3013,CO,2020-12-08,4553,T
4914,1660,CO,2021-02-16,38214,T
4915,2205,CO,2021-10-27,9309,E
4916,1909,AN,9999-12-31,22461,T
4917,3368,AN,9999-12-31,48297,E
4918,2295,CO,2021-06-14,40562,E
4919,2210,CO,2022-06-28,74175,T
4920,2785,AN,9999-12-31,98423,T
4921,687,AN,9999-12-31,42977,E
4922,679,AN,9999-12-31,19195,E
4923,3963,CO,2020-12-03,85265,T
4924,3212,CO,2021-09-13,3741,T
4925,3116,AN,9999-12-31,28042,E
4926,3745,AN,9999-12-31,82617,E
4927,1271,AN,9999-12-31,76978,T
4928,3113,AN,9999-12-31,18793,E
4929,969,CO,2022-04-06,94520,E
4930,442,CO,2021-04-17,96513,T
4931,468,AN,9999-12-31,13163,E
4932,3284,AN,9999-12-31,84803,T
4933,3263,AN,9999-12-31,60314,E
4934,3017,AN,9999-12-31,79898,E
4935,3990,CO,2022-01-17,40414,E
4936,544,AN,9999-12-31,76528,E
4937,579,AN,9999-12-31,81314,T
4938,3298,AN,9999-12-31,59248,E
4939,1339,CO,2022-02-25,59289,E
4940,985,AN,9999-12-31,32353,E
4941,400,AN,9999-12-31,57247,T
4942,2495,CO,2021-03-22,88835,E
4943,3053,AN,9999-12-31,72251,E
4944,515,CO,2021-12-13,13746,T
4945,323,CO,2022-03-06,28635,T
4946,713,CO,2020-12-08,29727,E
4947,772,AN,9999-12-31,11716,E
4948,2827,CO,2020-10-22,66360,E
4949,3433,CO,2021-10-26,8367,T
4950,845,CO,2021-05-13,4002,T
4951,2547,CO,2022-01-22,71085,T
4952,2036,AN,9999-12-31,60850,T
4953,3677,CO,2021-03-10,13680,T
4954,3593,CO,2022-04-27,47895,E
4955,174,CO,2022-03-16,57639,E
4956,1461,AN,9999-12-31,49449,T
4957,496,AN,9999-12-31,62883,T
4958,230,AN,9999-12-31,39940,T
4959,3391,AN,9999-12-31,14344,E
4960,2429,CO,2021-02-17,37883,T
4961,13,CO,2020-11-25,94443,T
4962,369,AN,9999-12-31,37509,T
4963,2886,CO,2021-05-19,14716,T
4964,3046,CO,2021-10-11,32865,E
4965,3674,CO,2021-01-12,40594,E
4966,391,AN,9999-12-31,69788,T
4967,396,CO,2022-04-28,12287,T
4968,2051,AN,9999-12-31,19657,E
4969,750,AN,9999-12-31,7898,E
4970,3930,AN,9999-12-31,15244,T
4971,2384,AN,9999-12-31,34711,E
4972,1298,CO,2022-02-20,85110,E
4973,1578,AN,9999-12-31,53665,E
4974,1303,AN,9999-12-31,34009,E
4975,3541,CO,2021-09-29,49261,E
4976,160,CO,2022-06-14,25131,T
4977,3564,AN,9999-12-31,88486,T
4978,1480,CO,2021-03-28,44008,E
4979,1626,AN,9999-12-31,81046,E
4980,3390,CO,2021-02-08,39459,E
4981,2843,CO,2022-04-04,87236,E
4982,2543,AN,9999-12-31,45223,T
4983,2139,CO,2021-06-22,40212,E
4984,3625,AN,9999-12-31,9128,T
4985,2164,CO,2021-05-17,73137,E
4986,581,CO,2021-08-26,38867,T
4987,203,CO,2021-04-14,77368,T
4988,3133,AN,9999-12-31,50155,T
4989,66,CO,2020-11-22,15440,E
4990,2963,CO,2022-06-06,24827,E
4991,2731,AN,9999-12-31,89097,T
4992,2191,CO,2022-02-20,69184,T
4993,1302,CO,2022-07-05,66684,T
4994,964,AN,9999-12-31,26821,T
4995,222,CO,2021-04-30,30099,T
4996,3073,AN,9999-12-31,1956,T
4997,3374,CO,2021-09-08,54998,E
4998,3354,AN,9999-12-31,79144,T
4999,3296,AN,9999-12-31,93434,E
5000,2373,AN,9999-12-31,74973,T
5001,1833,CO,2021-10-22,45254,T
5002,2184,CO,2022-05-10,68091,E
5003,1519,CO,2021-10-22,13530,E
5004,203,AN,9999-12-31,86746,E
5005,1352,CO,2021-01-16,21514,T
5006,1384,CO,2022-01-27,99806,T
5007,1299,AN,9999-12-31,50522,T
5008,10,CO,2021-04-20,32314,E
5009,1333,CO,2021-10-01,32279,E
5010,3813,CO,2021-08-02,36250,T
5011,3541,AN,9999-12-31,57025,T
5012,2858,CO,2022-02-19,51871,T
5013,2138,CO,2021-05-15,84578,E
5014,500,CO,2021-01-19,33931,E
5015,1759,AN,9999-12-31,25961,T
5016,2512,AN,9999-12-31,85454,T
5017,1956,AN,9999-12-31,45114,E
5018,2225,CO,2021-09-01,16586,E
5019,1807,AN,9999-12-31,90325,E
5020,277,AN,9999-12-31,1174,E
5021,2017,CO,2021-03-07,27539,T
5022,3863,AN,9999-12-31,40308,T
5023,2042,AN,9999-12-31,64781,T
5024,1158,AN,9999-12-31,78691,T
5025,2217,AN,9999-12-31,68954,T
5026,3524,AN,9999-12-31,78216,E
5027,3094,CO,2021-08-18,61434,T
5028,3255,CO,2020-11-27,75061,E
5029,1104,CO,2020-12-28,49127,E
5030,2220,CO,2021-12-02,31009,T
5031,655,CO,2020-10-31,72428,E
5032,3968,AN,9999-12-31,11389,E
5033,3503,CO,2022-03-01,1158,T
5034,2143,CO,2021-11-06,76408,T
5035,209,CO,2021-07-12,27882,E
5036,1970,CO,2021-02-21,38695,E
5037,2273,AN,9999-12-31,56872,T
5038,570,AN,9999-12-31,23721,T
5039,2678,CO,2021-01-04,59701,E
5040,1179,CO,2020-11-14,26778,T
5041,2883,AN,9999-12-31,40417,T
5042,869,CO,2021-05-18,54726,E
5043,3813,CO,2022-02-12,44421,E
5044,1723,AN,9999-12-31,88324,E
5045,2388,CO,2022-05-11,74179,E
5046,3210,CO,2021-06-11,5522,E
5047,1174,CO,2021-05-26,24651,E
5048,3755,CO,2020-12-04,37936,E
5049,1260,CO,2020-11-05,193,T
5050,1912,AN,9999-12-31,52506,E
5051,2609,CO,2022-03-12,33591,T
5052,1313,CO,2021-06-05,44644,E
5053,2234,CO,2021-08-03,85253,T
5054,3573,CO,2022-02-28,70372,E
5055,1495,CO,2020-11-02,63761,T
5056,808,CO,2021-08-31,41762,E
5057,1280,CO,2021-02-13,68128,T
5058,1961,AN,9999-12-31,18970,T
5059,1413,CO,2021-09-08,54936,E
5060,1517,CO,2021-09-08,4982,T
5061,298,CO,2021-12-03,73540,E
5062,2181,CO,2020-11-22,68800,T
5063,621,CO,2020-11-08,91454,E
5064,82,AN,9999-12-31,52725,T
5065,2991,AN,9999-12-31,67213,E
5066,3044,AN,9999-12-31,48090,E
5067,3853,CO,2022-04-12,35012,T
5068,3396,CO,2022-06-27,95537,E
5069,342,AN,9999-12-31,92039,E
5070,740,AN,9999-12-31,2716,T
5071,1883,AN,9999-12-31,91955,T
5072,1021,AN,9999-12-31,67690,T
5073,3428,AN,9999-12-31,41884,E
5074,3468,CO,2020-10-27,19169,E
5075,3432,CO,2022-05-29,32760,E
5076,2115,CO,2021-05-10,47878,E
5077,2916,AN,9999-12-31,84380,T
5078,1724,AN,9999-12-31,47467,T
5079,2464,AN,9999-12-31,68636,E
5080,3187,AN,9999-12-31,65485,T
5081,2934,CO,2021-09-30,69444,T
5082,3872,AN,9999-12-31,89967,T
5083,1496,AN,9999-12-31,80719,T
5084,1845,CO,2021-11-08,82988,T
5085,1758,CO,2021-09-28,21993,T
5086,3315,AN,9999-12-31,88319,T
5087,1146,AN,9999-12-31,80461,E
5088,1034,CO,2020-10-18,20357,T
5089,3194,AN,9999-12-31,64691,E
5090,583,AN,9999-12-31,85563,E
5091,865,CO,2022-03-14,32710,E
5092,2863,AN,9999-12-31,19417,T
5093,3535,AN,9999-12-31,38941,T
5094,2388,AN,9999-12-31,10373,E
5095,428,CO,2021-06-16,32837,E
5096,3742,CO,2021-01-08,87242,E
5097,78,CO,2022-01-07,23440,T
5098,2153,AN,9999-12-31,51620,T
5099,1196,AN,9999-12-31,82032,T
5100,3955,CO,2021-06-19,1289,E
5101,1186,CO,2020-10-29,67225,T
5102,2320,CO,2021-10-03,99010,E
5103,2832,CO,2022-06-13,61590,E
5104,2471,CO,2020-12-05,46958,E
5105,2670,AN,9999-12-31,34859,T
5106,201,AN,9999-12-31,63050,T
5107,3663,CO,2021-08-09,4638,E
5108,794,AN,9999-12-31,98254,E
5109,1046,CO,2021-09-03,80962,T
5110,3935,AN,9999-12-31,56666,T
5111,1225,CO,2022-03-23,65201,E
5112,1434,CO,2021-10-18,9257,T
5113,3128,AN,9999-12-31,46814,E
5114,2588,AN,9999-12-31,78108,T
5115,1109,CO,2021-01-10,59605,E
5116,3162,CO,2020-12-28,76112,E
5117,3263,CO,2021-06-10,80988,E
5118,2742,CO,2021-03-13,29883,E
5119,1678,AN,9999-12-31,66587,T
5120,664,AN,9999-12-31,16736,E
5121,1322,CO,2021-02-02,29149,T
5122,2896,CO,2021-04-25,3967,T
5123,2857,CO,2021-03-14,22491,E
5124,151,AN,9999-12-31,25365,T
5125,974,AN,9999-12-31,59965,E
5126,3683,CO,2021-08-23,96671,T
5127,1014,AN,9999-12-31,58517,E
5128,778,AN,9999-12-31,29255,T
5129,197,AN,9999-12-31,97145,E
5130,1394,CO,2021-03-20,24045,T
5131,3551,CO,2022-04-26,77261,E
5132,1185,AN,9999-12-31,65282,T
5133,586,AN,9999-12-31,25712,T
5134,1289,AN,9999-12-31,92041,E
5135,1810,AN,9999-12-31,42528,E
5136,3605,CO,2021-12-18,10643,E
5137,2882,AN,9999-12-31,46808,T
5138,3851,CO,2022-03-18,15395,E
5139,1942,AN,9999-12-31,58804,E
5140,2099,AN,9999-12-31,4742,E
5141,3690,AN,9999-12-31,36435,E
5142,2371,AN,9999-12-31,49159,T
5143,422,CO,2022-03-01,47638,E
5144,1017,CO,2020-12-09,38976,T
5145,277,CO,2021-12-15,29340,E
5146,2959,CO,2021-12-23,95698,T
5147,2424,AN,9999-12-31,87824,E
5148,953,CO,2020-11-09,6310,T
5149,303,AN,9999-12-31,9327,T
5150,1128,AN,9999-12-31,62501,E
5151,2530,AN,9999-12-31,83219,T
5152,2392,AN,9999-12-31,56649,E
5153,2277,AN,9999-12-31,92613,E
5154,2260,CO,2021-12-09,23900,T
5155,138,CO,2022-01-10,64639,E
5156,2337,CO,2022-05-05,61342,E
5157,3789,CO,2021-02-17,68463,T
5158,3434,AN,9999-12-31,35974,E
5159,1631,AN,9999-12-31,79986,E
5160,2923,AN,9999-12-31,31186,E
5161,502,AN,9999-12-31,8915,E
5162,2466,AN,9999-12-31,33148,E
5163,2412,AN,9999-12-31,43150,E
5164,2086,CO,2022-05-20,83116,E
5165,3978,CO,2021-11-28,97835,T
5166,244,AN,9999-12-31,1813,E
5167,297,AN,9999-12-31,75913,E
5168,772,CO,2022-04-14,36748,E
5169,597,AN,9999-12-31,80058,E
5170,3667,CO,2022-03-14,42215,E
5171,228,CO,2022-02-16,24950,T
5172,3021,AN,9999-12-31,37601,T
5173,2075,AN,9999-12-31,1014,T
5174,2295,CO,2021-01-31,27097,T
5175,2116,CO,2022-04-14,31395,E
5176,1494,AN,9999-12-31,37034,T
5177,822,AN,9999-12-31,10017,T
5178,3194,AN,9999-12-31,89797,T
5179,441,CO,2022-06-30,64882,T
5180,1315,AN,9999-12-31,6566,T
5181,1851,CO,2021-11-13,19074,T
5182,2003,AN,9999-12-31,32760,T
5183,327,AN,9999-12-31,14122,T
5184,1449,AN,9999-12-31,81465,T
5185,2653,CO,2021-01-22,1922,T
5186,943,CO,2021-12-21,52341,T
5187,88,AN,9999-12-31,10611,T
5188,2683,AN,9999-12-31,42580,E
5189,3822,AN,9999-12-31,44037,T
5190,3875,CO,2021-08-16,15325,E
5191,2711,AN,9999-12-31,70024,T
5192,2198,AN,9999-12-31,9229,E
5193,251,AN,9999-12-31,76124,E
5194,3368,CO,2022-06-01,98678,E
5195,1358,AN,9999-12-31,52859,E
5196,258,CO,2021-10-29,1370,E
5197,3182,AN,9999-12-31,50715,T
5198,3635,AN,9999-12-31,3317,T
5199,2093,CO,2020-10-28,51053,T
5200,1081,CO,2021-11-18,1019,E
5201,2088,AN,9999-12-31,71947,E
5202,1318,CO,2021-11-29,86118,E
5203,302,AN,9999-12-31,33510,E
5204,1943,AN,9999-12-31,29003,E
5205,3844,AN,9999-12-31,38504,T
5206,2553,CO,2022-05-03,84870,E
5207,1036,AN,9999-12-31,17494,T
5208,3904,AN,9999-12-31,2994,T
5209,3016,CO,2021-05-01,8461,E
5210,3892,CO,2021-01-29,89850,E
5211,3362,CO,2021-02-21,168,T
5212,3991,AN,9999-12-31,81112,E
5213,576,AN,9999-12-31,19176,T
5214,708,CO,2021-12-13,81986,E
5215,1515,CO,2021-04-15,6012,T
5216,3701,CO,2022-06-13,13719,T
5217,3251,CO,2021-06-04,97439,E
5218,1764,CO,2021-03-24,14872,E
5219,1284,AN,9999-12-31,64515,T
5220,860,CO,2021-06-13,64073,T
5221,2517,AN,9999-12-31,74568,T
5222,3674,CO,2021-05-07,92579,E
5223,676,CO,2021-07-13,96605,E
5224,2796,AN,9999-12-31,1543,T
5225,2400,CO,2021-07-23,34248,E
5226,378,AN,9999-12-31,41827,T
5227,2505,AN,9999-12-31,98629,E
5228,3219,AN,9999-12-31,5016,E
5229,2817,AN,9999-12-31,23346,E
5230,2925,AN,9999-12-31,32124,E
5231,61,CO,2021-12-29,546,E
5232,3871,CO,2022-06-12,78743,T
5233,1825,CO,2021-07-25,38591,E
5234,1916,AN,9999-12-31,49427,E
5235,3109,CO,2021-12-30,82053,T
5236,2590,CO,2022-01-20,97912,T
5237,3262,CO,2021-12-13,2620,T
5238,1358,CO,2021-11-06,17200,E
5239,2894,CO,2021-07-07,83431,E
5240,2202,CO,2020-10-21,3319,T
5241,3094,AN,9999-12-31,63894,T
5242,2142,CO,2021-06-01,31832,T
5243,3543,CO,2021-06-08,79839,T
5244,3805,AN,9999-12-31,92803,E
5245,2412,CO,2022-05-27,57964,T
5246,108,AN,9999-12-31,73169,E
5247,2537,CO,2022-01-08,1803,E
5248,2815,AN,9999-12-31,4814,T
5249,1624,CO,2021-01-30,39431,E
5250,300,CO,2021-07-13,82702,E
5251,2530,AN,9999-12-31,9022,E
5252,3357,CO,2022-05-27,45813,E
5253,864,CO,2021-08-30,11701,E
5254,541,AN,9999-12-31,52789,T
5255,1431,AN,9999-12-31,3518,T
5256,3233,CO,2021-05-13,21882,E
5257,2045,CO,2021-12-18,84359,E
5258,1595,AN,9999-12-31,24162,T
5259,3486,CO,2022-05-14,54797,E
5260,791,AN,9999-12-31,69887,E
5261,469,AN,9999-12-31,45966,E
5262,167,CO,2020-11-03,81125,T
5263,2033,AN,9999-12-31,54277,T
5264,2339,AN,9999-12-31,44597,T
5265,2421,CO,2021-03-06,47536,E
5266,1468,CO,2022-05-23,54859,E
5267,276,CO,2021-12-28,50316,E
5268,3065,CO,2022-06-19,44028,E
5269,3063,CO,2022-06-02,48030,E
5270,2265,CO,2021-10-03,9206,T
5271,2253,CO,2021-10-23,44905,T
5272,2680,AN,9999-12-31,35306,E
5273,3572,CO,2021-08-30,91192,E
5274,1283,AN,9999-12-31,27975,E
5275,1438,CO,2022-01-05,25523,T
5276,2904,CO,2021-12-27,5962,T
5277,2516,CO,2021-11-07,91112,T
5278,3601,CO,2022-04-04,80999,E
5279,1296,CO,2022-05-18,42779,E
5280,2606,CO,2021-01-25,55382,E
5281,2771,CO,2021-04-05,17697,T
5282,1015,AN,9999-12-31,12253,T
5283,1644,AN,9999-12-31,20013,T
5284,3686,CO,2022-04-05,61825,T
5285,2387,CO,2022-06-21,5471,T
5286,2904,AN,9999-12-31,50155,T
5287,1242,AN,9999-12-31,1826,T
5288,1345,CO,2022-05-10,70506,E
5289,2496,CO,2021-11-19,53472,T
5290,3267,AN,9999-12-31,50072,E
5291,3171,CO,2021-07-22,68135,E
5292,3985,AN,9999-12-31,87018,E
5293,3315,AN,9999-12-31,43595,E
5294,1042,CO,2021-07-21,25658,E
5295,2911,AN,9999-12-31,83969,E
5296,3974,CO,2021-04-29,80783,E
5297,1837,AN,9999-12-31,17913,E
5298,324,CO,2021-01-19,34638,T
5299,1758,AN,9999-12-31,65520,T
5300,3042,AN,9999-12-31,9708,T
5301,808,AN,9999-12-31,69575,E
5302,3307,AN,9999-12-31,5444,T
5303,3518,AN,9999-12-31,70551,T
5304,3969,AN,9999-12-31,38395,E
5305,1679,AN,9999-12-31,20012,T
5306,3432,AN,9999-12-31,45191,E
5307,1292,CO,2022-03-20,73280,T
5308,3577,CO,2021-12-23,59742,E
5309,130,CO,2021-12-17,10458,T
5310,2219,AN,9999-12-31,70998,E
5311,3694,AN,9999-12-31,79500,E
5312,3108,CO,2020-11-14,85718,E
5313,51,CO,2021-09-16,90419,E
5314,3365,CO,2021-01-27,79924,T
5315,2655,AN,9999-12-31,81402,E
5316,3424,AN,9999-12-31,85378,E
5317,3797,AN,9999-12-31,17268,E
5318,2803,AN,9999-12-31,98258,T
5319,153,CO,2021-02-28,67792,E
5320,832,CO,2021-05-15,20077,T
5321,747,AN,9999-12-31,67359,T
5322,3479,CO,2021-02-02,8825,E
