numpoliza,pol_estado,fecha_efecto,fecha_sol,fecha_vencimiento,forma_pago,fecha_baja,causa_baja,fecha_suspension,causa_suspen
893,PA,2022-07-01,2022-06-30,2027-05-30,S,2022-07-03,CL,9999-12-31, 
894,PA,2021-08-11,2021-08-10,2022-07-09,A,2021-11-04,CL,9999-12-31, 
895,PA,2020-10-28,2020-10-27,2030-01-07,A,2022-01-04,FP,9999-12-31, 
896,PS,2021-05-15,2021-05-14,2026-02-28,U,9999-12-31, ,2021-09-20,CL
897,PS,2021-03-07,2021-03-06,2021-08-21,T,9999-12-31, ,2022-04-10,FP
898,PA,2022-03-29,2022-03-28,2027-03-15,U,2022-06-18,FP,9999-12-31, 
899,PS,2021-06-09,2021-06-08,2027-04-01,T,9999-12-31, ,2021-08-11,CL
900,PA,2021-07-28,2021-07-27,2027-12-23,A,2022-05-08,TR,9999-12-31, 
901,PV,2021-01-31,2021-01-30,2027-08-16,S,9999-12-31, ,9999-12-31, 
902,PA,2022-06-21,2022-06-20,2025-07-07,T,2022-07-01,TR,9999-12-31, 
903,PA,2021-01-16,2021-01-15,2028-11-24,M,2021-07-19,TR,9999-12-31, 
904,PA,2022-06-30,2022-06-29,2026-11-25,U,2022-07-01,TR,9999-12-31, 
905,PA,2020-11-19,2020-11-18,2029-12-09,A,2022-04-08,FP,9999-12-31, 
906,PV,2021-11-20,2021-11-19,2027-10-21,S,9999-12-31, ,9999-12-31, 
907,PA,2022-03-02,2022-03-01,2027-01-08,U,2022-03-15,FP,9999-12-31, 
908,PV,2020-11-27,2020-11-26,2023-08-02,U,9999-12-31, ,9999-12-31, 
909,PA,2021-12-06,2021-12-05,2027-01-14,U,2021-12-11,FP,9999-12-31, 
910,PA,2021-03-13,2021-03-12,2022-10-31,A,2021-07-30,CL,9999-12-31, 
911,PV,2021-01-24,2021-01-23,2021-06-10,T,9999-12-31, ,9999-12-31, 
912,PA,2021-07-31,2021-07-30,2030-01-22,A,2022-05-09,TR,9999-12-31, 
913,PV,2022-02-22,2022-02-21,2030-04-10,U,9999-12-31, ,9999-12-31, 
914,PS,2022-06-02,2022-06-01,2027-07-23,M,9999-12-31, ,2022-06-16,FP
915,PV,2022-02-14,2022-02-13,2027-02-02,T,9999-12-31, ,9999-12-31, 
916,PS,2020-10-31,2020-10-30,2030-03-17,M,9999-12-31, ,2021-10-22,CL
917,PS,2022-06-03,2022-06-02,2029-12-03,M,9999-12-31, ,2022-06-11,FP
918,PV,2021-04-22,2021-04-21,2021-12-14,S,9999-12-31, ,9999-12-31, 
919,PA,2021-12-07,2021-12-06,2024-08-23,U,2022-02-09,FA,9999-12-31, 
920,PS,2021-10-27,2021-10-26,2024-10-01,T,9999-12-31, ,2022-05-17,FP
921,PV,2021-02-09,2021-02-08,2029-01-21,U,9999-12-31, ,9999-12-31, 
922,PV,2022-01-12,2022-01-11,2029-07-15,M,9999-12-31, ,9999-12-31, 
923,PS,2021-09-29,2021-09-28,2024-06-15,M,9999-12-31, ,2022-04-30,CL
924,PV,2022-02-22,2022-02-21,2026-08-12,A,9999-12-31, ,9999-12-31, 
925,PA,2022-05-07,2022-05-06,2025-10-12,U,2022-05-20,FP,9999-12-31, 
926,PS,2021-07-30,2021-07-29,2026-08-26,T,9999-12-31, ,2022-05-03,CL
927,PV,2021-12-10,2021-12-09,2026-12-02,U,9999-12-31, ,9999-12-31, 
928,PA,2021-08-04,2021-08-03,2024-06-24,T,2022-03-16,FP,9999-12-31, 
929,PS,2022-03-02,2022-03-01,2022-03-26,U,9999-12-31, ,2022-03-31,FP
930,PV,2021-06-19,2021-06-18,2023-12-27,M,9999-12-31, ,9999-12-31, 
931,PV,2022-05-22,2022-05-21,2022-06-29,M,9999-12-31, ,9999-12-31, 
932,PV,2022-02-14,2022-02-13,2023-01-14,M,9999-12-31, ,9999-12-31, 
933,PA,2021-04-04,2021-04-03,2022-05-21,S,2021-12-10,FP,9999-12-31, 
934,PA,2021-09-18,2021-09-17,2024-06-21,A,2021-10-07,FP,9999-12-31, 
935,PS,2021-09-07,2021-09-06,2026-01-24,A,9999-12-31, ,2022-03-02,FP
936,PS,2022-03-20,2022-03-19,2025-10-28,U,9999-12-31, ,2022-06-02,CL
937,PA,2021-12-09,2021-12-08,2027-11-22,A,2022-04-16,CL,9999-12-31, 
938,PV,2022-02-15,2022-02-14,2029-05-06,M,9999-12-31, ,9999-12-31, 
939,PS,2020-11-15,2020-11-14,2026-12-18,S,9999-12-31, ,2022-05-28,FP
940,PV,2022-05-26,2022-05-25,2025-06-03,T,9999-12-31, ,9999-12-31, 
941,PS,2022-04-19,2022-04-18,2029-08-02,U,9999-12-31, ,2022-04-30,CL
942,PV,2022-03-24,2022-03-23,2022-07-14,S,9999-12-31, ,9999-12-31, 
943,PA,2022-05-09,2022-05-08,2025-10-03,S,2022-06-02,FA,9999-12-31, 
944,PS,2022-06-14,2022-06-13,2026-09-21,U,9999-12-31, ,2022-06-16,FP
945,PA,2021-03-16,2021-03-15,2024-12-02,T,2021-05-04,FA,9999-12-31, 
946,PS,2021-10-10,2021-10-09,2024-11-22,M,9999-12-31, ,2022-04-24,CL
947,PS,2021-12-18,2021-12-17,2023-12-17,S,9999-12-31, ,2022-03-06,CL
948,PV,2020-12-09,2020-12-08,2023-04-30,A,9999-12-31, ,9999-12-31, 
949,PV,2021-04-12,2021-04-11,2022-09-10,S,9999-12-31, ,9999-12-31, 
950,PA,2021-05-20,2021-05-19,2023-04-19,A,2021-12-31,FP,9999-12-31, 
951,PV,2021-08-01,2021-07-31,2028-12-18,T,9999-12-31, ,9999-12-31, 
952,PS,2021-12-26,2021-12-25,2028-09-26,U,9999-12-31, ,2022-03-17,CL
953,PV,2021-12-12,2021-12-11,2025-04-03,S,9999-12-31, ,9999-12-31, 
954,PV,2021-04-28,2021-04-27,2027-10-02,U,9999-12-31, ,9999-12-31, 
955,PA,2021-09-15,2021-09-14,2024-06-18,U,2021-12-07,CL,9999-12-31, 
956,PV,2021-03-02,2021-03-01,2021-09-10,A,9999-12-31, ,9999-12-31, 
957,PS,2021-10-04,2021-10-03,2023-09-14,A,9999-12-31, ,2022-04-24,FP
958,PA,2022-04-23,2022-04-22,2028-09-02,A,2022-04-26,TR,9999-12-31, 
959,PV,2021-10-20,2021-10-19,2029-02-18,A,9999-12-31, ,9999-12-31, 
960,PV,2022-02-18,2022-02-17,2028-09-15,S,9999-12-31, ,9999-12-31, 
961,PA,2022-04-16,2022-04-15,2025-08-24,S,2022-06-01,TR,9999-12-31, 
962,PV,2021-06-10,2021-06-09,2030-01-02,U,9999-12-31, ,9999-12-31, 
963,PA,2021-11-11,2021-11-10,2028-05-08,U,2022-05-23,FA,9999-12-31, 
964,PA,2021-08-28,2021-08-27,2024-07-14,M,2022-04-25,TR,9999-12-31, 
965,PA,2022-06-20,2022-06-19,2024-01-21,U,2022-06-23,CL,9999-12-31, 
966,PS,2022-06-29,2022-06-28,2030-03-07,T,9999-12-31, ,2022-07-01,CL
967,PA,2021-09-14,2021-09-13,2029-06-19,M,2022-04-21,FP,9999-12-31, 
968,PA,2022-02-07,2022-02-06,2029-06-28,M,2022-02-08,TR,9999-12-31, 
969,PV,2022-04-03,2022-04-02,2026-04-30,S,9999-12-31, ,9999-12-31, 
970,PA,2022-02-01,2022-01-31,2026-04-20,A,2022-07-04,TR,9999-12-31, 
971,PV,2021-09-10,2021-09-09,2024-06-19,S,9999-12-31, ,9999-12-31, 
972,PV,2021-08-02,2021-08-01,2024-06-29,S,9999-12-31, ,9999-12-31, 
973,PS,2022-06-09,2022-06-08,2026-01-30,U,9999-12-31, ,2022-07-05,CL
974,PS,2021-01-10,2021-01-09,2024-05-26,U,9999-12-31, ,2021-01-22,CL
975,PS,2021-08-21,2021-08-20,2023-11-07,T,9999-12-31, ,2022-07-05,FP
976,PA,2021-05-07,2021-05-06,2029-11-29,U,2021-10-07,CL,9999-12-31, 
977,PS,2021-07-08,2021-07-07,2023-10-02,T,9999-12-31, ,2022-04-14,CL
978,PS,2022-03-04,2022-03-03,2028-07-27,M,9999-12-31, ,2022-04-17,FP
979,PA,2021-02-12,2021-02-11,2027-04-26,U,2022-05-19,TR,9999-12-31, 
980,PV,2022-03-17,2022-03-16,2022-10-07,M,9999-12-31, ,9999-12-31, 
981,PS,2020-12-02,2020-12-01,2024-04-28,U,9999-12-31, ,2022-06-11,CL
982,PV,2020-10-22,2020-10-21,2027-03-17,M,9999-12-31, ,9999-12-31, 
983,PA,2021-01-09,2021-01-08,2030-05-02,A,2021-01-27,TR,9999-12-31, 
984,PA,2022-06-17,2022-06-16,2023-11-27,A,2022-06-30,TR,9999-12-31, 
985,PS,2021-09-12,2021-09-11,2028-12-19,U,9999-12-31, ,2021-11-17,FP
986,PA,2021-11-01,2021-10-31,2024-05-30,U,2022-02-10,FP,9999-12-31, 
987,PV,2022-03-07,2022-03-06,2025-07-15,S,9999-12-31, ,9999-12-31, 
988,PV,2022-03-13,2022-03-12,2029-06-16,M,9999-12-31, ,9999-12-31, 
989,PS,2020-12-10,2020-12-09,2028-11-17,T,9999-12-31, ,2022-04-04,CL
990,PS,2021-09-08,2021-09-07,2029-10-17,A,9999-12-31, ,2021-10-10,FP
991,PV,2020-10-26,2020-10-25,2030-06-22,T,9999-12-31, ,9999-12-31, 
992,PV,2022-05-16,2022-05-15,2029-05-12,T,9999-12-31, ,9999-12-31, 
993,PA,2020-12-09,2020-12-08,2026-09-23,A,2022-03-16,FA,9999-12-31, 
994,PV,2022-06-09,2022-06-08,2026-03-15,A,9999-12-31, ,9999-12-31, 
995,PV,2022-05-17,2022-05-16,2029-10-06,M,9999-12-31, ,9999-12-31, 
996,PA,2021-01-01,2020-12-31,2021-02-10,M,2021-09-28,FA,9999-12-31, 
997,PS,2021-06-26,2021-06-25,2023-05-15,M,9999-12-31, ,2021-10-28,CL
998,PV,2022-02-08,2022-02-07,2023-09-06,T,9999-12-31, ,9999-12-31, 
999,PS,2021-08-29,2021-08-28,2024-08-30,U,9999-12-31, ,2022-02-28,FP
1000,PA,2021-06-05,2021-06-04,2023-01-18,T,2022-05-13,TR,9999-12-31, 
1001,PA,2020-11-26,2020-11-25,2026-10-18,S,2021-02-12,FA,9999-12-31, 
1002,PV,2022-01-24,2022-01-23,2022-12-21,U,9999-12-31, ,9999-12-31, 
1003,PV,2022-05-20,2022-05-19,2026-03-29,M,9999-12-31, ,9999-12-31, 
1004,PA,2020-11-06,2020-11-05,2022-11-01,U,2022-06-11,TR,9999-12-31, 
1005,PV,2021-09-18,2021-09-17,2027-06-20,M,9999-12-31, ,9999-12-31, 
1006,PV,2022-02-21,2022-02-20,2029-01-21,M,9999-12-31, ,9999-12-31, 
1007,PA,2021-02-27,2021-02-26,2026-03-10,S,2021-10-31,TR,9999-12-31, 
1008,PV,2022-02-13,2022-02-12,2028-04-16,A,9999-12-31, ,9999-12-31, 
1009,PS,2022-01-07,2022-01-06,2026-03-16,S,9999-12-31, ,2022-02-03,FP
1010,PA,2021-04-26,2021-04-25,2026-07-18,S,2022-02-13,FP,9999-12-31, 
1011,PV,2021-07-09,2021-07-08,2024-03-16,T,9999-12-31, ,9999-12-31, 
1012,PS,2021-02-23,2021-02-22,2023-01-02,A,9999-12-31, ,2021-12-10,CL
1013,PA,2021-08-31,2021-08-30,2023-11-27,S,2022-01-21,TR,9999-12-31, 
1014,PS,2021-08-31,2021-08-30,2029-10-18,M,9999-12-31, ,2021-12-21,CL
1015,PA,2022-05-15,2022-05-14,2029-02-02,S,2022-07-02,FP,9999-12-31, 
1016,PS,2021-04-09,2021-04-08,2022-04-15,S,9999-12-31, ,2022-04-26,FP
1017,PA,2021-07-28,2021-07-27,2021-08-11,S,2022-01-06,TR,9999-12-31, 
1018,PS,2021-10-03,2021-10-02,2027-12-14,U,9999-12-31, ,2022-01-05,CL
1019,PA,2022-04-05,2022-04-04,2025-10-09,M,2022-05-28,TR,9999-12-31, 
1020,PS,2021-01-25,2021-01-24,2024-12-07,U,9999-12-31, ,2022-02-03,CL
1021,PV,2021-02-24,2021-02-23,2024-11-16,M,9999-12-31, ,9999-12-31, 
1022,PS,2021-03-30,2021-03-29,2021-07-07,U,9999-12-31, ,2021-06-12,FP
1023,PS,2022-05-18,2022-05-17,2024-05-10,T,9999-12-31, ,2022-07-03,FP
1024,PV,2021-11-07,2021-11-06,2027-05-12,T,9999-12-31, ,9999-12-31, 
1025,PA,2021-02-04,2021-02-03,2023-08-07,M,2021-02-21,FP,9999-12-31, 
1026,PS,2021-01-15,2021-01-14,2025-03-04,T,9999-12-31, ,2021-02-15,CL
1027,PS,2021-10-14,2021-10-13,2024-03-28,U,9999-12-31, ,2022-04-21,CL
1028,PS,2020-11-16,2020-11-15,2023-11-20,M,9999-12-31, ,2021-08-28,CL
1029,PV,2021-10-02,2021-10-01,2023-07-29,S,9999-12-31, ,9999-12-31, 
1030,PS,2021-02-04,2021-02-03,2022-06-14,U,9999-12-31, ,2022-05-29,CL
1031,PA,2020-11-20,2020-11-19,2027-06-07,U,2022-03-04,FP,9999-12-31, 
1032,PS,2022-07-01,2022-06-30,2030-04-30,U,9999-12-31, ,2022-07-05,CL
1033,PS,2021-01-06,2021-01-05,2022-08-03,A,9999-12-31, ,2022-05-06,FP
1034,PS,2020-10-13,2020-10-12,2029-10-15,U,9999-12-31, ,2021-03-10,CL
1035,PA,2021-02-08,2021-02-07,2024-04-23,U,2021-06-17,TR,9999-12-31, 
1036,PS,2021-07-02,2021-07-01,2028-02-04,A,9999-12-31, ,2022-03-23,CL
1037,PV,2021-10-07,2021-10-06,2027-01-10,U,9999-12-31, ,9999-12-31, 
1038,PA,2020-12-28,2020-12-27,2026-12-04,S,2021-04-04,FP,9999-12-31, 
1039,PA,2021-10-22,2021-10-21,2026-11-18,S,2022-02-17,TR,9999-12-31, 
1040,PA,2021-06-28,2021-06-27,2024-12-09,A,2022-06-25,CL,9999-12-31, 
1041,PA,2020-11-27,2020-11-26,2029-08-27,A,2022-03-22,FA,9999-12-31, 
1042,PS,2021-02-14,2021-02-13,2030-05-30,T,9999-12-31, ,2021-02-17,FP
1043,PA,2022-02-26,2022-02-25,2029-05-16,A,2022-03-01,TR,9999-12-31, 
1044,PV,2021-11-15,2021-11-14,2025-01-31,M,9999-12-31, ,9999-12-31, 
1045,PS,2021-01-04,2021-01-03,2027-12-03,S,9999-12-31, ,2021-10-24,CL
1046,PS,2022-04-11,2022-04-10,2025-12-25,T,9999-12-31, ,2022-05-14,CL
1047,PA,2021-01-25,2021-01-24,2028-10-31,S,2021-12-24,FA,9999-12-31, 
1048,PV,2022-04-14,2022-04-13,2027-05-10,A,9999-12-31, ,9999-12-31, 
1049,PA,2021-04-02,2021-04-01,2024-07-17,M,2021-05-04,FP,9999-12-31, 
1050,PV,2022-04-23,2022-04-22,2023-04-03,U,9999-12-31, ,9999-12-31, 
1051,PV,2020-12-30,2020-12-29,2025-12-03,A,9999-12-31, ,9999-12-31, 
1052,PA,2021-12-21,2021-12-20,2028-06-23,T,2022-02-04,TR,9999-12-31, 
1053,PA,2021-07-22,2021-07-21,2029-01-12,T,2021-08-04,CL,9999-12-31, 
1054,PA,2021-02-17,2021-02-16,2026-02-23,U,2022-01-31,FA,9999-12-31, 
1055,PS,2022-03-23,2022-03-22,2026-02-24,U,9999-12-31, ,2022-07-02,FP
1056,PV,2022-02-06,2022-02-05,2028-05-10,A,9999-12-31, ,9999-12-31, 
1057,PV,2021-10-21,2021-10-20,2026-09-01,S,9999-12-31, ,9999-12-31, 
1058,PA,2021-07-25,2021-07-24,2024-09-04,A,2022-01-08,TR,9999-12-31, 
1059,PS,2022-02-21,2022-02-20,2026-12-04,T,9999-12-31, ,2022-04-27,FP
1060,PV,2022-06-23,2022-06-22,2023-07-20,M,9999-12-31, ,9999-12-31, 
1061,PS,2021-10-08,2021-10-07,2025-07-29,U,9999-12-31, ,2022-05-14,FP
1062,PA,2020-11-23,2020-11-22,2027-03-17,T,2021-01-13,FP,9999-12-31, 
1063,PA,2020-11-16,2020-11-15,2027-03-30,A,2021-07-18,FP,9999-12-31, 
1064,PV,2021-12-18,2021-12-17,2024-11-09,T,9999-12-31, ,9999-12-31, 
1065,PV,2021-01-15,2021-01-14,2024-01-22,S,9999-12-31, ,9999-12-31, 
1066,PV,2020-11-02,2020-11-01,2028-09-17,S,9999-12-31, ,9999-12-31, 
1067,PS,2022-06-20,2022-06-19,2030-05-26,U,9999-12-31, ,2022-07-03,CL
1068,PA,2021-03-20,2021-03-19,2029-02-02,S,2022-02-26,FP,9999-12-31, 
1069,PS,2022-04-01,2022-03-31,2028-07-12,A,9999-12-31, ,2022-06-08,CL
1070,PV,2021-02-24,2021-02-23,2022-01-12,A,9999-12-31, ,9999-12-31, 
1071,PA,2021-04-02,2021-04-01,2022-09-01,M,2022-03-17,TR,9999-12-31, 
1072,PS,2021-05-10,2021-05-09,2028-01-02,T,9999-12-31, ,2022-04-27,FP
1073,PS,2021-06-14,2021-06-13,2027-07-07,T,9999-12-31, ,2021-09-23,FP
1074,PS,2021-10-20,2021-10-19,2022-09-18,T,9999-12-31, ,2022-03-25,FP
1075,PS,2021-07-15,2021-07-14,2027-07-19,A,9999-12-31, ,2021-12-22,FP
1076,PV,2020-10-24,2020-10-23,2023-06-17,S,9999-12-31, ,9999-12-31, 
1077,PS,2021-09-02,2021-09-01,2026-10-03,U,9999-12-31, ,2022-02-24,FP
1078,PS,2020-12-31,2020-12-30,2030-02-11,M,9999-12-31, ,2021-09-05,FP
1079,PS,2020-12-22,2020-12-21,2021-05-02,S,9999-12-31, ,2021-02-12,CL
1080,PS,2022-05-28,2022-05-27,2029-09-10,U,9999-12-31, ,2022-06-28,FP
1081,PS,2021-11-08,2021-11-07,2028-10-06,T,9999-12-31, ,2022-02-17,FP
1082,PA,2021-03-02,2021-03-01,2023-09-17,M,2021-07-10,FA,9999-12-31, 
1083,PS,2022-05-12,2022-05-11,2029-12-15,U,9999-12-31, ,2022-05-24,CL
1084,PV,2022-06-22,2022-06-21,2022-09-03,A,9999-12-31, ,9999-12-31, 
1085,PS,2021-04-18,2021-04-17,2022-11-20,U,9999-12-31, ,2022-01-10,FP
1086,PV,2020-10-11,2020-10-10,2029-03-20,T,9999-12-31, ,9999-12-31, 
1087,PV,2021-09-22,2021-09-21,2030-01-30,A,9999-12-31, ,9999-12-31, 
1088,PA,2021-03-23,2021-03-22,2029-06-09,M,2021-12-20,CL,9999-12-31, 
1089,PS,2020-12-25,2020-12-24,2022-10-30,A,9999-12-31, ,2022-03-14,CL
1090,PV,2021-03-13,2021-03-12,2028-04-02,M,9999-12-31, ,9999-12-31, 
1091,PA,2021-10-09,2021-10-08,2028-04-21,A,2022-01-04,FA,9999-12-31, 
1092,PA,2021-03-07,2021-03-06,2029-05-04,M,2021-09-07,FP,9999-12-31, 
1093,PV,2021-12-16,2021-12-15,2025-06-30,S,9999-12-31, ,9999-12-31, 
1094,PA,2021-09-15,2021-09-14,2025-01-19,S,2021-10-13,FP,9999-12-31, 
1095,PV,2022-04-22,2022-04-21,2023-08-13,S,9999-12-31, ,9999-12-31, 
1096,PV,2022-05-27,2022-05-26,2025-07-07,T,9999-12-31, ,9999-12-31, 
1097,PA,2022-04-07,2022-04-06,2028-06-19,S,2022-04-17,TR,9999-12-31, 
1098,PA,2022-06-27,2022-06-26,2027-02-16,U,2022-06-28,FP,9999-12-31, 
1099,PV,2021-03-05,2021-03-04,2024-09-21,U,9999-12-31, ,9999-12-31, 
1100,PS,2021-06-18,2021-06-17,2028-11-27,T,9999-12-31, ,2022-02-28,CL
1101,PA,2022-05-17,2022-05-16,2025-04-28,A,2022-06-28,CL,9999-12-31, 
1102,PA,2021-02-12,2021-02-11,2028-08-03,U,2021-03-16,TR,9999-12-31, 
1103,PV,2021-02-06,2021-02-05,2028-09-26,A,9999-12-31, ,9999-12-31, 
1104,PA,2021-01-12,2021-01-11,2023-01-25,M,2021-10-02,FP,9999-12-31, 
1105,PA,2021-12-03,2021-12-02,2023-05-19,S,2022-07-01,FP,9999-12-31, 
1106,PV,2022-04-03,2022-04-02,2029-02-16,M,9999-12-31, ,9999-12-31, 
1107,PV,2021-10-04,2021-10-03,2029-01-13,U,9999-12-31, ,9999-12-31, 
1108,PV,2020-11-09,2020-11-08,2030-04-17,A,9999-12-31, ,9999-12-31, 
1109,PS,2021-04-27,2021-04-26,2021-06-17,A,9999-12-31, ,2022-01-12,CL
1110,PV,2021-10-13,2021-10-12,2022-09-28,M,9999-12-31, ,9999-12-31, 
1111,PS,2022-01-14,2022-01-13,2022-01-21,T,9999-12-31, ,2022-03-21,CL
1112,PS,2021-08-05,2021-08-04,2028-06-18,S,9999-12-31, ,2022-03-20,CL
1113,PV,2022-03-26,2022-03-25,2023-10-31,T,9999-12-31, ,9999-12-31, 
1114,PV,2020-10-14,2020-10-13,2025-05-11,S,9999-12-31, ,9999-12-31, 
1115,PS,2021-09-26,2021-09-25,2028-07-23,A,9999-12-31, ,2021-10-12,CL
1116,PV,2020-12-31,2020-12-30,2024-08-21,T,9999-12-31, ,9999-12-31, 
1117,PA,2021-04-08,2021-04-07,2029-01-02,M,2022-05-18,FP,9999-12-31, 
1118,PA,2021-07-11,2021-07-10,2025-04-02,T,2022-03-12,CL,9999-12-31, 
1119,PA,2021-07-01,2021-06-30,2021-12-05,A,2022-01-05,CL,9999-12-31, 
1120,PS,2021-05-26,2021-05-25,2023-01-30,U,9999-12-31, ,2022-05-06,FP
1121,PA,2022-04-10,2022-04-09,2028-02-29,U,2022-06-22,TR,9999-12-31, 
1122,PS,2022-03-23,2022-03-22,2027-09-05,A,9999-12-31, ,2022-03-27,FP
1123,PV,2021-11-11,2021-11-10,2027-10-28,U,9999-12-31, ,9999-12-31, 
1124,PS,2022-06-22,2022-06-21,2022-12-25,A,9999-12-31, ,2022-06-29,FP
1125,PA,2021-04-03,2021-04-02,2028-10-18,S,2021-10-29,TR,9999-12-31, 
1126,PA,2022-03-26,2022-03-25,2027-09-17,A,2022-04-15,FP,9999-12-31, 
1127,PA,2021-03-01,2021-02-28,2029-06-14,T,2021-03-24,CL,9999-12-31, 
1128,PA,2021-11-19,2021-11-18,2026-10-29,S,2022-03-22,CL,9999-12-31, 
1129,PA,2021-10-14,2021-10-13,2026-08-16,T,2022-05-25,CL,9999-12-31, 
1130,PV,2022-06-23,2022-06-22,2023-09-11,U,9999-12-31, ,9999-12-31, 
1131,PS,2022-07-05,2022-07-04,2025-06-13,T,9999-12-31, ,2022-07-05,CL
1132,PV,2020-12-04,2020-12-03,2025-09-18,S,9999-12-31, ,9999-12-31, 
1133,PS,2021-05-02,2021-05-01,2026-12-22,T,9999-12-31, ,2021-11-29,CL
1134,PA,2021-03-20,2021-03-19,2030-03-14,U,2021-06-20,FP,9999-12-31, 
1135,PS,2021-10-31,2021-10-30,2024-01-29,U,9999-12-31, ,2021-12-24,CL
1136,PA,2022-06-10,2022-06-09,2023-12-21,A,2022-06-25,FA,9999-12-31, 
1137,PA,2021-02-10,2021-02-09,2022-11-29,S,2021-12-26,CL,9999-12-31, 
1138,PS,2021-07-12,2021-07-11,2022-05-10,M,9999-12-31, ,2021-12-21,FP
1139,PA,2021-08-26,2021-08-25,2027-01-20,M,2022-07-04,CL,9999-12-31, 
1140,PA,2021-02-08,2021-02-07,2026-12-13,U,2022-04-23,FA,9999-12-31, 
1141,PV,2021-09-25,2021-09-24,2030-06-23,T,9999-12-31, ,9999-12-31, 
1142,PV,2021-10-08,2021-10-07,2026-07-18,A,9999-12-31, ,9999-12-31, 
1143,PV,2022-02-11,2022-02-10,2026-08-16,A,9999-12-31, ,9999-12-31, 
1144,PA,2022-03-20,2022-03-19,2028-02-14,S,2022-05-14,TR,9999-12-31, 
1145,PA,2021-01-14,2021-01-13,2030-04-21,M,2021-12-08,CL,9999-12-31, 
1146,PV,2021-04-03,2021-04-02,2025-10-26,U,9999-12-31, ,9999-12-31, 
1147,PS,2021-08-18,2021-08-17,2024-08-16,A,9999-12-31, ,2021-11-15,CL
1148,PS,2021-12-08,2021-12-07,2023-04-26,M,9999-12-31, ,2022-01-11,FP
1149,PS,2022-04-30,2022-04-29,2029-01-26,S,9999-12-31, ,2022-06-21,CL
1150,PA,2022-01-08,2022-01-07,2025-07-17,M,2022-02-14,FP,9999-12-31, 
1151,PA,2021-03-23,2021-03-22,2022-10-02,S,2021-08-13,TR,9999-12-31, 
1152,PA,2022-04-06,2022-04-05,2025-01-14,T,2022-04-27,FP,9999-12-31, 
1153,PS,2020-10-16,2020-10-15,2023-06-28,T,9999-12-31, ,2021-10-07,CL
1154,PS,2020-11-20,2020-11-19,2029-12-15,T,9999-12-31, ,2022-05-18,FP
1155,PS,2021-02-13,2021-02-12,2029-05-18,M,9999-12-31, ,2022-01-06,CL
1156,PV,2021-06-19,2021-06-18,2025-10-15,A,9999-12-31, ,9999-12-31, 
1157,PS,2021-11-27,2021-11-26,2026-12-30,M,9999-12-31, ,2022-01-14,FP
1158,PA,2022-01-24,2022-01-23,2023-08-12,U,2022-02-24,TR,9999-12-31, 
1159,PA,2021-02-09,2021-02-08,2028-02-16,S,2021-04-17,TR,9999-12-31, 
1160,PA,2020-12-28,2020-12-27,2022-09-27,M,2021-08-25,FP,9999-12-31, 
1161,PS,2021-10-13,2021-10-12,2029-09-07,T,9999-12-31, ,2022-01-27,CL
1162,PV,2022-03-13,2022-03-12,2022-04-18,T,9999-12-31, ,9999-12-31, 
1163,PA,2020-10-29,2020-10-28,2023-04-06,T,2020-12-31,FP,9999-12-31, 
1164,PS,2021-08-20,2021-08-19,2025-12-19,S,9999-12-31, ,2021-11-24,FP
1165,PA,2021-05-28,2021-05-27,2023-01-07,U,2022-03-13,TR,9999-12-31, 
1166,PA,2021-12-25,2021-12-24,2024-04-15,T,2022-03-16,TR,9999-12-31, 
1167,PA,2021-07-02,2021-07-01,2026-02-12,U,2022-02-09,FA,9999-12-31, 
1168,PV,2021-01-07,2021-01-06,2026-05-14,U,9999-12-31, ,9999-12-31, 
1169,PS,2020-12-27,2020-12-26,2026-02-06,U,9999-12-31, ,2021-08-05,CL
1170,PS,2022-05-16,2022-05-15,2028-01-28,T,9999-12-31, ,2022-05-18,FP
1171,PS,2021-02-22,2021-02-21,2021-06-04,M,9999-12-31, ,2021-10-01,FP
1172,PS,2021-06-30,2021-06-29,2029-08-19,S,9999-12-31, ,2021-08-02,FP
1173,PV,2021-04-04,2021-04-03,2027-04-05,T,9999-12-31, ,9999-12-31, 
1174,PV,2021-07-30,2021-07-29,2029-09-14,A,9999-12-31, ,9999-12-31, 
1175,PV,2020-12-28,2020-12-27,2026-10-16,S,9999-12-31, ,9999-12-31, 
1176,PS,2022-03-25,2022-03-24,2026-10-11,A,9999-12-31, ,2022-04-28,CL
1177,PS,2022-05-15,2022-05-14,2024-01-02,A,9999-12-31, ,2022-06-21,FP
1178,PS,2021-07-18,2021-07-17,2025-08-10,T,9999-12-31, ,2021-07-19,CL
1179,PA,2022-05-03,2022-05-02,2026-11-05,A,2022-07-05,CL,9999-12-31, 
1180,PV,2022-04-16,2022-04-15,2030-02-25,A,9999-12-31, ,9999-12-31, 
1181,PS,2022-01-08,2022-01-07,2027-02-14,U,9999-12-31, ,2022-07-05,CL
1182,PV,2021-04-04,2021-04-03,2029-07-05,M,9999-12-31, ,9999-12-31, 
1183,PV,2021-06-25,2021-06-24,2030-06-18,M,9999-12-31, ,9999-12-31, 
1184,PA,2022-02-12,2022-02-11,2029-06-18,M,2022-06-05,TR,9999-12-31, 
1185,PA,2021-02-08,2021-02-07,2021-06-16,A,2021-08-19,FA,9999-12-31, 
1186,PS,2022-04-13,2022-04-12,2030-04-12,U,9999-12-31, ,2022-06-24,CL
