idcliente,numpoliza,tipo_intervencio,estado,fecha_alta,fecha_baja,orden_inter
647,1646,AS,B,2021-05-12,9999-12-31,1
648,1647,AS,A,2021-03-15,2021-08-28,1
649,1648,AS,A,2021-04-17,2021-11-20,1
650,1649,AS,B,2021-11-09,9999-12-31,1
651,1650,AS,B,2021-12-27,9999-12-31,1
652,1651,AS,A,2020-11-18,2021-05-22,1
653,1652,AS,A,2021-09-03,2021-01-10,1
654,1653,AS,A,2021-10-24,2021-07-26,1
655,1654,AS,A,2021-04-06,2021-05-14,1
656,1655,AS,B,2022-01-17,9999-12-31,1
657,1656,AS,B,2022-04-17,9999-12-31,1
658,1657,AS,A,2021-02-26,2021-08-31,1
659,1658,AS,A,2021-12-13,2022-04-04,1
660,1659,AS,A,2020-10-16,2022-05-31,1
661,1660,AS,A,2021-11-26,2021-08-01,1
662,1661,AS,A,2021-03-10,2021-09-21,1
663,1662,AS,B,2021-09-12,9999-12-31,1
664,1663,AS,B,2022-02-26,9999-12-31,1
665,1664,AS,B,2021-09-20,9999-12-31,1
666,1665,AS,A,2020-12-26,2021-06-13,1
667,1666,AS,A,2021-07-31,2021-07-29,1
668,1667,AS,A,2021-05-23,2021-08-20,1
669,1668,AS,A,2021-02-06,2022-02-18,1
670,1669,AS,B,2021-12-28,9999-12-31,1
671,1670,AS,B,2020-12-24,9999-12-31,1
672,1671,AS,B,2021-01-26,9999-12-31,1
673,1672,AS,A,2021-07-06,2021-10-29,1
674,1673,AS,A,2021-04-07,2021-03-26,1
675,1674,AS,B,2021-09-03,9999-12-31,1
676,1675,AS,B,2021-08-24,9999-12-31,1
677,1676,AS,B,2022-06-24,9999-12-31,1
678,1677,AS,B,2021-04-30,9999-12-31,1
679,1678,AS,B,2022-03-08,9999-12-31,1
680,1679,AS,A,2020-11-08,2021-03-15,1
681,1680,AS,A,2021-11-12,2020-11-16,1
682,1681,AS,A,2021-02-06,2022-06-15,1
683,1682,AS,B,2022-05-19,9999-12-31,1
684,1683,AS,B,2022-05-18,9999-12-31,1
685,1684,AS,B,2020-11-09,9999-12-31,1
686,1685,AS,B,2022-04-13,9999-12-31,1
687,1686,AS,A,2020-12-03,2022-04-27,1
688,1687,AS,B,2021-12-13,9999-12-31,1
689,1688,AS,A,2021-11-10,2020-10-21,1
690,1689,AS,B,2021-02-20,9999-12-31,1
691,1690,AS,B,2020-11-17,9999-12-31,1
692,1691,AS,B,2022-05-24,9999-12-31,1
693,1692,AS,A,2022-02-24,2022-04-29,1
694,1693,AS,B,2022-06-10,9999-12-31,1
695,1694,AS,B,2022-04-09,9999-12-31,1
696,1695,AS,B,2022-01-21,9999-12-31,1
697,1696,AS,A,2022-07-05,2021-08-04,1
698,1697,AS,A,2021-09-15,2020-11-20,1
699,1698,AS,A,2021-03-03,2020-11-12,1
700,1699,AS,A,2020-11-05,2022-02-23,1
701,1700,AS,A,2021-12-28,2021-01-02,1
702,1701,AS,B,2020-12-23,9999-12-31,1
703,1702,AS,B,2022-05-16,9999-12-31,1
704,1703,AS,B,2021-01-22,9999-12-31,1
705,1704,AS,A,2022-05-23,2021-01-21,1
706,1705,AS,A,2022-04-18,2021-12-28,1
707,1706,AS,B,2020-12-22,9999-12-31,1
708,1707,AS,B,2022-05-19,9999-12-31,1
709,1708,AS,B,2021-08-27,9999-12-31,1
710,1709,AS,A,2021-03-11,2022-05-13,1
711,1710,AS,B,2022-02-12,9999-12-31,1
712,1711,AS,B,2021-12-23,9999-12-31,1
713,1712,AS,A,2020-12-21,2021-09-19,1
714,1713,AS,B,2022-03-13,9999-12-31,1
715,1714,AS,A,2021-11-27,2021-06-11,1
716,1715,AS,A,2021-04-16,2021-01-03,1
717,1716,AS,B,2021-09-05,9999-12-31,1
718,1717,AS,A,2022-04-22,2021-01-21,1
719,1718,AS,A,2020-11-19,2022-06-23,1
720,1719,AS,A,2021-08-19,2021-11-11,1
721,1720,AS,B,2021-11-09,9999-12-31,1
722,1721,AS,A,2021-06-16,2022-05-07,1
723,1722,AS,B,2022-05-08,9999-12-31,1
724,1723,AS,A,2022-04-14,2021-01-10,1
725,1724,AS,A,2021-03-22,2022-06-25,1
726,1725,AS,B,2021-09-06,9999-12-31,1
727,1726,AS,A,2022-03-30,2022-06-18,1
728,1727,AS,A,2021-02-18,2021-02-24,1
729,1728,AS,B,2021-12-25,9999-12-31,1
730,1729,AS,A,2021-07-24,2021-04-06,1
731,1730,AS,B,2021-02-07,9999-12-31,1
732,1731,AS,A,2021-06-24,2021-10-04,1
733,1732,AS,A,2021-06-23,2021-07-22,1
734,1733,AS,B,2020-10-31,9999-12-31,1
735,1734,AS,A,2022-05-31,2021-05-23,1
736,1735,AS,A,2021-11-21,2022-01-21,1
737,1736,AS,A,2022-01-24,2022-02-05,1
738,1737,AS,A,2021-08-09,2021-01-21,1
739,1738,AS,A,2021-06-15,2022-04-11,1
740,1739,AS,A,2021-10-14,2022-03-23,1
741,1740,AS,B,2021-07-08,9999-12-31,1
742,1741,AS,A,2021-04-06,2020-12-23,1
743,1742,AS,A,2021-12-06,2021-09-20,1
744,1743,AS,A,2021-10-05,2022-03-06,1
745,1744,AS,B,2021-11-24,9999-12-31,1
746,1745,AS,A,2021-04-07,2021-02-09,1
747,1746,AS,A,2022-03-24,2020-12-12,1
748,1747,AS,A,2021-12-14,2020-12-25,1
749,1748,AS,A,2021-12-20,2022-02-09,1
750,1749,AS,B,2022-03-31,9999-12-31,1
751,1750,AS,A,2022-05-01,2021-12-16,1
752,1751,AS,A,2022-01-10,2021-11-10,1
753,1752,AS,A,2022-05-03,2021-01-26,1
754,1753,AS,B,2022-03-04,9999-12-31,1
755,1754,AS,B,2021-06-28,9999-12-31,1
756,1755,AS,A,2021-08-26,2022-01-01,1
757,1756,AS,B,2021-10-25,9999-12-31,1
758,1757,AS,B,2020-10-24,9999-12-31,1
759,1758,AS,B,2021-06-21,9999-12-31,1
760,1759,AS,B,2021-02-28,9999-12-31,1
761,1760,AS,A,2021-05-01,2021-03-16,1
762,1761,AS,A,2022-03-08,2021-07-12,1
763,1762,AS,A,2022-01-06,2022-02-16,1
764,1763,AS,B,2021-01-03,9999-12-31,1
765,1764,AS,B,2022-06-02,9999-12-31,1
766,1765,AS,A,2021-11-28,2022-02-06,1
767,1766,AS,B,2021-03-16,9999-12-31,1
768,1767,AS,A,2021-01-21,2021-03-26,1
769,1768,AS,A,2021-06-30,2020-11-28,1
770,1769,AS,A,2021-11-17,2022-05-25,1
771,1770,AS,A,2022-03-24,2022-05-07,1
772,1771,AS,A,2022-02-04,2021-01-18,1
773,1772,AS,B,2021-01-21,9999-12-31,1
774,1773,AS,B,2021-04-08,9999-12-31,1
775,1774,AS,B,2020-10-17,9999-12-31,1
776,1775,AS,A,2021-11-05,2021-02-20,1
777,1776,AS,A,2022-02-11,2021-09-29,1
778,1777,AS,B,2021-02-17,9999-12-31,1
779,1778,AS,A,2020-11-17,2020-11-14,1
780,1779,AS,A,2022-05-19,2021-03-30,1
781,1780,AS,A,2021-03-18,2021-04-10,1
782,1781,AS,A,2021-08-08,2022-05-10,1
783,1782,AS,B,2022-04-08,9999-12-31,1
784,1783,AS,A,2021-12-02,2021-11-19,1
785,1784,AS,A,2021-04-08,2022-01-26,1
786,1785,AS,A,2022-05-21,2021-12-24,1
787,1786,AS,A,2021-04-27,2022-05-20,1
788,1787,AS,A,2021-03-15,2022-01-29,1
789,1788,AS,B,2020-10-12,9999-12-31,1
790,1789,AS,A,2022-03-10,2021-12-13,1
791,1790,AS,A,2021-01-15,2022-01-19,1
792,1791,AS,A,2021-05-16,2022-02-19,1
793,1792,AS,A,2021-01-08,2021-10-14,1
794,1793,AS,A,2021-01-20,2021-02-04,1
795,1794,AS,A,2021-08-27,2020-12-03,1
796,1795,AS,A,2022-07-05,2021-04-15,1
797,1796,AS,B,2022-04-09,9999-12-31,1
798,1797,AS,B,2021-07-18,9999-12-31,1
799,1798,AS,B,2021-03-25,9999-12-31,1
800,1799,AS,B,2020-11-04,9999-12-31,1
801,1800,AS,B,2021-02-03,9999-12-31,1
802,1801,AS,B,2021-04-10,9999-12-31,1
803,1802,AS,B,2021-07-22,9999-12-31,1
804,1803,AS,B,2022-02-16,9999-12-31,1
805,1804,AS,B,2021-04-25,9999-12-31,1
806,1805,AS,B,2020-11-08,9999-12-31,1
807,1806,AS,A,2020-12-08,2022-06-16,1
808,1807,AS,B,2021-04-12,9999-12-31,1
809,1808,AS,B,2020-12-15,9999-12-31,1
810,1809,AS,A,2021-05-22,2022-06-27,1
811,1810,AS,B,2021-02-07,9999-12-31,1
812,1811,AS,B,2022-02-18,9999-12-31,1
813,1812,AS,A,2021-08-31,2022-03-24,1
814,1813,AS,B,2021-06-17,9999-12-31,1
815,1814,AS,B,2021-09-06,9999-12-31,1
816,1815,AS,A,2021-11-27,2021-10-16,1
817,1816,AS,B,2020-12-21,9999-12-31,1
818,1817,AS,B,2021-02-28,9999-12-31,1
819,1818,AS,A,2020-10-20,2021-08-06,1
820,1819,AS,B,2022-02-20,9999-12-31,1
821,1820,AS,A,2021-11-08,2022-02-05,1
822,1821,AS,B,2021-02-25,9999-12-31,1
823,1822,AS,A,2020-10-19,2021-03-23,1
824,1823,AS,B,2022-01-27,9999-12-31,1
825,1824,AS,B,2021-09-25,9999-12-31,1
826,1825,AS,B,2021-10-08,9999-12-31,1
827,1826,AS,A,2021-08-31,2022-01-27,1
828,1827,AS,B,2021-12-07,9999-12-31,1
829,1828,AS,A,2022-06-13,2022-01-30,1
830,1829,AS,B,2021-10-07,9999-12-31,1
831,1830,AS,A,2021-11-23,2021-05-31,1
832,1831,AS,A,2022-02-03,2021-05-20,1
833,1832,AS,A,2020-12-19,2021-04-11,1
834,1833,AS,B,2021-04-20,9999-12-31,1
835,1834,AS,B,2021-12-25,9999-12-31,1
836,1835,AS,B,2020-10-24,9999-12-31,1
837,1836,AS,B,2021-03-06,9999-12-31,1
838,1837,AS,A,2021-07-14,2022-02-20,1
839,1838,AS,B,2021-07-24,9999-12-31,1
840,1839,AS,A,2021-05-26,2021-03-20,1
841,1840,AS,B,2021-03-26,9999-12-31,1
842,1841,AS,A,2021-06-04,2022-05-29,1
843,1842,AS,B,2021-05-03,9999-12-31,1
844,1843,AS,B,2022-06-03,9999-12-31,1
845,1844,AS,A,2022-04-10,2021-01-16,1
846,1845,AS,B,2021-04-23,9999-12-31,1
847,1846,AS,B,2020-12-20,9999-12-31,1
848,1847,AS,A,2021-05-11,2021-08-13,1
849,1848,AS,A,2021-04-29,2022-03-03,1
850,1849,AS,A,2020-11-18,2022-01-12,1
851,1850,AS,B,2022-01-27,9999-12-31,1
852,1851,AS,B,2021-08-22,9999-12-31,1
853,1852,AS,A,2021-02-23,2021-05-07,1
854,1853,AS,B,2021-05-06,9999-12-31,1
855,1854,AS,A,2021-09-15,2021-11-20,1
856,1855,AS,B,2021-02-19,9999-12-31,1
857,1856,AS,A,2021-06-14,2021-06-20,1
858,1857,AS,B,2021-05-18,9999-12-31,1
859,1858,AS,B,2021-01-06,9999-12-31,1
860,1859,AS,A,2022-02-27,2020-12-02,1
861,1860,AS,A,2022-05-04,2021-07-20,1
862,1861,AS,B,2022-01-19,9999-12-31,1
863,1862,AS,A,2021-07-30,2021-01-21,1
864,1863,AS,B,2022-05-05,9999-12-31,1
865,1864,AS,B,2021-05-03,9999-12-31,1
866,1865,AS,A,2020-12-19,2021-02-02,1
867,1866,AS,B,2021-06-10,9999-12-31,1
868,1867,AS,B,2021-08-08,9999-12-31,1
869,1868,AS,B,2022-02-02,9999-12-31,1
870,1869,AS,B,2021-06-05,9999-12-31,1
871,1870,AS,A,2021-12-29,2020-12-07,1
872,1871,AS,A,2021-06-27,2022-03-22,1
873,1872,AS,A,2022-04-21,2021-02-21,1
874,1873,AS,A,2021-06-19,2022-04-01,1
875,1874,AS,A,2021-10-18,2021-12-18,1
876,1875,AS,A,2021-11-24,2021-03-02,1
877,1876,AS,B,2021-01-22,9999-12-31,1
878,1877,AS,A,2020-12-28,2022-03-06,1
879,1878,AS,A,2021-03-13,2022-01-31,1
880,1879,AS,A,2022-06-08,2021-08-17,1
881,1880,AS,A,2021-06-24,2021-10-07,1
882,1881,AS,B,2021-06-06,9999-12-31,1
883,1882,AS,A,2021-08-26,2021-09-22,1
884,1883,AS,B,2020-10-20,9999-12-31,1
885,1884,AS,B,2022-06-27,9999-12-31,1
886,1885,AS,B,2021-08-20,9999-12-31,1
887,1886,AS,B,2021-01-23,9999-12-31,1
888,1887,AS,B,2021-08-05,9999-12-31,1
889,1888,AS,B,2022-06-28,9999-12-31,1
890,1889,AS,A,2021-10-14,2020-11-29,1
891,1890,AS,B,2022-01-08,9999-12-31,1
892,1891,AS,A,2021-04-30,2021-02-14,1
893,1892,AS,A,2021-08-17,2021-02-02,1
894,1893,AS,B,2021-07-06,9999-12-31,1
895,1894,AS,A,2021-07-12,2022-06-16,1
896,1895,AS,B,2021-03-26,9999-12-31,1
897,1896,AS,B,2021-06-19,9999-12-31,1
898,1897,AS,A,2021-02-27,2021-01-03,1
899,1898,AS,A,2020-11-29,2021-07-24,1
900,1899,AS,A,2021-10-10,2022-04-19,1
901,1900,AS,B,2021-12-04,9999-12-31,1
902,1901,AS,A,2021-03-17,2022-04-07,1
903,1902,AS,A,2022-05-02,2022-04-29,1
904,1903,AS,A,2021-06-06,2021-01-06,1
905,1904,AS,B,2021-05-26,9999-12-31,1
906,1905,AS,A,2021-03-17,2022-06-24,1
907,1906,AS,A,2020-11-17,2021-05-17,1
908,1907,AS,B,2022-05-11,9999-12-31,1
909,1908,AS,B,2021-11-20,9999-12-31,1
910,1909,AS,B,2022-03-07,9999-12-31,1
911,1910,AS,A,2021-02-09,2021-08-02,1
912,1911,AS,B,2021-08-02,9999-12-31,1
913,1912,AS,A,2021-06-16,2021-06-05,1
914,1913,AS,B,2022-01-15,9999-12-31,1
915,1914,AS,A,2022-02-13,2022-03-01,1
916,1915,AS,A,2020-11-24,2022-03-15,1
917,1916,AS,B,2022-05-10,9999-12-31,1
918,1917,AS,A,2020-11-25,2022-01-20,1
919,1918,AS,A,2021-02-26,2022-02-05,1
920,1919,AS,A,2022-01-27,2021-01-17,1
921,1920,AS,A,2022-02-02,2021-07-26,1
922,1921,AS,A,2021-09-25,2022-02-01,1
923,1922,AS,B,2022-06-17,9999-12-31,1
924,1923,AS,B,2021-11-01,9999-12-31,1
925,1924,AS,B,2021-07-12,9999-12-31,1
926,1925,AS,B,2021-03-05,9999-12-31,1
927,1926,AS,B,2021-07-22,9999-12-31,1
928,1927,AS,B,2021-01-16,9999-12-31,1
929,1928,AS,B,2021-07-14,9999-12-31,1
930,1929,AS,A,2021-05-08,2022-02-09,1
931,1930,AS,A,2021-04-07,2022-02-14,1
932,1931,AS,B,2022-06-29,9999-12-31,1
933,1932,AS,A,2021-10-30,2021-04-12,1
934,1933,AS,A,2021-12-11,2021-06-27,1
935,1934,AS,A,2021-07-28,2021-11-23,1
936,1935,AS,A,2022-01-06,2022-05-25,1
937,1936,AS,A,2021-05-27,2021-04-08,1
938,1937,AS,A,2022-02-05,2021-11-13,1
939,1938,AS,A,2022-02-11,2021-05-30,1
940,1939,AS,A,2021-10-07,2022-04-26,1
941,1940,AS,B,2021-01-25,9999-12-31,1
942,1941,AS,B,2021-11-02,9999-12-31,1
943,1942,AS,B,2022-06-16,9999-12-31,1
944,1943,AS,B,2022-02-16,9999-12-31,1
945,1944,AS,A,2021-09-29,2021-01-20,1
946,1945,AS,A,2021-09-05,2022-02-24,1
947,1946,AS,A,2021-05-08,2021-02-13,1
948,1947,AS,B,2021-08-24,9999-12-31,1
949,1948,AS,A,2021-08-10,2022-04-04,1
950,1949,AS,A,2020-10-18,2021-03-11,1
951,1950,AS,B,2021-03-18,9999-12-31,1
952,1951,AS,B,2021-10-03,9999-12-31,1
953,1952,AS,B,2021-02-12,9999-12-31,1
954,1953,AS,A,2020-11-18,2022-04-05,1
955,1954,AS,A,2021-02-24,2021-12-10,1
956,1955,AS,B,2020-10-23,9999-12-31,1
957,1956,AS,A,2021-02-20,2021-01-01,1
958,1957,AS,A,2021-02-13,2021-07-08,1
959,1958,AS,B,2021-11-04,9999-12-31,1
960,1959,AS,B,2021-08-24,9999-12-31,1
961,1960,AS,B,2021-10-08,9999-12-31,1
962,1961,AS,B,2021-01-06,9999-12-31,1
963,1962,AS,A,2020-10-30,2021-06-24,1
964,1963,AS,A,2021-08-14,2021-11-17,1
965,1964,AS,A,2020-10-20,2020-10-22,1
966,1965,AS,B,2022-01-20,9999-12-31,1
967,1966,AS,B,2022-06-15,9999-12-31,1
968,1967,AS,A,2021-04-23,2021-07-10,1
969,1968,AS,B,2021-06-12,9999-12-31,1
970,1969,AS,A,2021-07-25,2022-04-08,1
971,1970,AS,A,2021-01-14,2021-03-09,1
972,1971,AS,A,2021-04-07,2021-06-20,1
973,1972,AS,A,2021-09-17,2021-08-31,1
974,1973,AS,A,2022-04-18,2022-05-31,1
975,1974,AS,A,2022-04-23,2020-12-31,1
976,1975,AS,B,2021-12-17,9999-12-31,1
977,1976,AS,B,2021-09-14,9999-12-31,1
978,1977,AS,A,2022-01-08,2021-12-02,1
979,1978,AS,B,2021-05-07,9999-12-31,1
980,1979,AS,A,2021-05-30,2022-02-06,1
981,1980,AS,A,2021-10-31,2021-06-11,1
982,1981,AS,B,2021-02-14,9999-12-31,1
983,1982,AS,A,2022-03-11,2021-12-04,1
984,1983,AS,B,2021-10-16,9999-12-31,1
985,1984,AS,B,2021-06-29,9999-12-31,1
986,1985,AS,B,2022-04-26,9999-12-31,1
987,1986,AS,A,2021-03-29,2021-10-04,1
988,1987,AS,B,2021-08-04,9999-12-31,1
989,1988,AS,B,2022-06-21,9999-12-31,1
990,1989,AS,A,2021-11-10,2020-10-14,1
991,1990,AS,B,2022-03-16,9999-12-31,1
992,1991,AS,A,2021-11-18,2022-03-01,1
993,1992,AS,A,2021-08-07,2021-06-15,1
994,1993,AS,A,2021-11-04,2021-01-21,1
995,1994,AS,B,2022-06-04,9999-12-31,1
996,1995,AS,B,2020-12-05,9999-12-31,1
997,1996,AS,B,2020-11-21,9999-12-31,1
998,1997,AS,B,2022-05-18,9999-12-31,1
999,1998,AS,B,2021-12-01,9999-12-31,1
