idsiniestro,idpoliza,fecha_ocurs,fecha_apertura,fecha_cierre,tipo_siniestro,estado 
3000,1710,2021-03-17,2021-08-02,2021-10-22,IN,CE
3001,1878,2021-03-02,2022-02-03,9999-12-31,IN,AB
3002,1115,2021-10-24,2021-06-20,2021-10-08,RE,CE
3003,641,2020-12-17,2020-12-12,2022-01-19,IN,CE
3004,1815,2022-06-21,2020-10-26,9999-12-31,FA,AB
3005,1225,2021-08-30,2021-03-03,9999-12-31,IN,AB
3006,786,2021-10-16,2022-04-01,9999-12-31,IN,AB
3007,1773,2021-11-25,2021-05-24,2022-03-15,FA,CE
3008,678,2021-11-22,2020-11-12,9999-12-31,IN,AB
3009,338,2021-08-30,2020-11-29,9999-12-31,IN,AB
3010,1356,2020-11-01,2021-06-27,9999-12-31,RE,AB
3011,626,2022-03-30,2022-01-21,9999-12-31,FA,AB
3012,1264,2022-01-28,2020-12-21,2021-01-03,RE,CE
3013,1914,2021-11-13,2021-06-21,2021-10-27,FA,CE
3014,1759,2021-10-20,2021-10-01,2022-06-28,FA,CE
3015,1981,2021-07-11,2021-11-09,9999-12-31,RE,AB
3016,548,2021-05-16,2022-03-02,2022-03-02,RE,CE
3017,1537,2021-05-18,2022-06-09,2022-06-10,IN,CE
3018,1122,2021-05-26,2020-10-15,9999-12-31,FA,AB
3019,1163,2021-09-20,2021-05-14,2021-09-13,RE,CE
3020,423,2021-06-12,2021-06-28,9999-12-31,RE,AB
3021,542,2022-04-08,2021-09-10,2022-04-22,RE,CE
3022,1688,2020-12-21,2022-04-01,9999-12-31,IN,AB
3023,1426,2021-05-01,2021-09-23,2021-11-25,RE,CE
3024,1413,2020-11-28,2021-06-05,2022-04-06,FA,CE
3025,1625,2020-12-26,2022-06-07,2022-06-25,FA,CE
3026,1869,2022-06-18,2021-04-17,9999-12-31,IN,AB
3027,1460,2021-07-05,2022-05-28,9999-12-31,FA,AB
3028,633,2021-09-26,2022-03-31,9999-12-31,RE,AB
3029,52,2022-05-30,2021-09-18,2022-06-05,RE,CE
3030,1889,2020-10-17,2021-11-21,2022-06-29,FA,CE
3031,1492,2021-01-25,2021-11-11,2021-12-30,FA,CE
3032,1912,2021-06-29,2022-05-08,2022-06-28,RE,CE
3033,755,2022-02-12,2022-02-08,9999-12-31,RE,AB
3034,582,2021-03-20,2022-02-08,9999-12-31,RE,AB
3035,912,2022-06-15,2021-11-08,2022-06-26,FA,CE
3036,144,2021-06-23,2021-06-24,2022-01-01,RE,CE
3037,179,2021-04-23,2022-07-02,2022-07-04,FA,CE
3038,1223,2020-12-02,2022-04-09,9999-12-31,RE,AB
3039,1228,2021-04-30,2021-02-02,2021-11-18,FA,CE
3040,1000,2021-07-29,2021-07-17,9999-12-31,RE,AB
3041,331,2021-04-20,2022-01-25,2022-04-15,FA,CE
3042,1305,2021-08-24,2021-11-17,2022-01-13,RE,CE
3043,469,2021-03-08,2021-11-16,9999-12-31,FA,AB
3044,1259,2022-03-28,2021-04-13,2021-04-23,IN,CE
3045,1338,2020-12-27,2022-01-19,2022-01-20,FA,CE
3046,255,2021-08-12,2021-05-09,9999-12-31,IN,AB
3047,896,2022-04-28,2020-11-21,2021-09-16,IN,CE
3048,1751,2021-11-12,2022-06-08,9999-12-31,FA,AB
3049,1426,2022-05-19,2021-09-12,9999-12-31,FA,AB
3050,953,2020-12-17,2021-09-26,9999-12-31,RE,AB
3051,647,2021-10-09,2021-12-14,9999-12-31,IN,AB
3052,398,2022-03-29,2021-01-21,2021-07-03,FA,CE
3053,1002,2021-01-10,2021-11-29,2022-05-17,FA,CE
3054,1969,2021-04-02,2021-12-30,9999-12-31,FA,AB
3055,1255,2021-12-07,2021-06-02,2022-01-15,RE,CE
3056,945,2021-05-27,2021-05-13,9999-12-31,RE,AB
3057,942,2021-10-13,2021-12-10,9999-12-31,FA,AB
3058,1747,2021-10-30,2022-06-09,9999-12-31,IN,AB
3059,454,2022-02-23,2022-05-19,9999-12-31,FA,AB
3060,1684,2021-04-04,2021-09-14,9999-12-31,RE,AB
3061,896,2021-11-02,2021-04-10,9999-12-31,RE,AB
3062,1385,2021-05-13,2021-05-20,2022-06-18,RE,CE
3063,1596,2022-06-25,2022-06-27,2022-07-02,IN,CE
3064,1241,2020-11-10,2021-03-20,2021-03-20,IN,CE
3065,607,2021-07-18,2020-12-23,9999-12-31,IN,AB
3066,797,2020-10-23,2022-03-29,2022-04-10,IN,CE
3067,1334,2021-09-24,2021-09-28,9999-12-31,FA,AB
3068,1028,2021-04-07,2022-01-25,2022-06-06,RE,CE
3069,1734,2021-10-16,2021-07-28,2022-05-05,RE,CE
3070,1276,2022-05-08,2021-05-06,2022-07-05,RE,CE
3071,1953,2021-10-12,2021-02-02,9999-12-31,FA,AB
3072,772,2021-04-28,2021-12-28,2022-03-17,FA,CE
3073,429,2022-03-18,2021-01-04,9999-12-31,FA,AB
3074,1571,2021-10-03,2021-02-23,2021-08-07,FA,CE
3075,1388,2021-10-16,2022-03-10,9999-12-31,RE,AB
3076,522,2021-02-17,2021-12-15,9999-12-31,RE,AB
3077,1975,2021-10-02,2020-11-07,2021-06-21,FA,CE
3078,712,2022-02-05,2022-03-23,9999-12-31,IN,AB
3079,760,2020-11-30,2021-04-02,9999-12-31,RE,AB
3080,1054,2022-01-25,2021-03-22,2021-04-28,RE,CE
3081,182,2021-08-05,2021-03-05,2021-07-14,IN,CE
3082,1242,2021-04-06,2021-04-22,9999-12-31,FA,AB
3083,1843,2021-11-07,2022-01-07,9999-12-31,IN,AB
3084,1567,2021-04-24,2021-04-30,2021-08-01,IN,CE
3085,918,2020-11-25,2021-05-21,2021-12-28,FA,CE
3086,996,2021-05-23,2022-05-09,2022-07-02,RE,CE
3087,1251,2020-11-19,2021-10-01,9999-12-31,RE,AB
3088,496,2021-08-03,2021-05-27,2022-01-20,RE,CE
3089,1435,2022-05-15,2021-02-14,9999-12-31,FA,AB
3090,41,2021-09-15,2022-05-02,9999-12-31,IN,AB
3091,668,2021-03-28,2022-05-14,9999-12-31,IN,AB
3092,1665,2021-09-12,2021-04-18,9999-12-31,IN,AB
3093,805,2021-09-11,2021-08-16,9999-12-31,IN,AB
3094,1168,2022-05-12,2022-01-05,2022-03-15,FA,CE
3095,579,2022-05-02,2022-05-28,9999-12-31,FA,AB
3096,949,2021-11-24,2022-02-13,2022-06-18,RE,CE
3097,353,2021-10-10,2022-03-30,2022-05-17,RE,CE
3098,1938,2022-02-07,2021-03-06,9999-12-31,RE,AB
3099,1082,2021-01-18,2022-06-01,2022-06-27,RE,CE
3100,1227,2021-08-07,2022-03-20,9999-12-31,FA,AB
3101,585,2021-07-08,2020-12-13,9999-12-31,RE,AB
3102,1392,2022-01-24,2021-02-08,9999-12-31,FA,AB
3103,1026,2022-04-15,2021-03-30,2021-05-27,FA,CE
3104,683,2021-07-24,2021-03-14,9999-12-31,FA,AB
3105,803,2021-12-15,2021-12-02,9999-12-31,FA,AB
3106,624,2020-10-28,2021-08-29,9999-12-31,RE,AB
3107,1329,2021-05-14,2021-12-14,9999-12-31,IN,AB
3108,1496,2021-02-16,2021-01-14,2022-03-25,FA,CE
3109,877,2022-01-25,2022-06-04,2022-06-21,FA,CE
3110,526,2022-03-29,2021-03-03,2021-04-30,IN,CE
3111,1045,2021-03-17,2021-11-23,2022-03-02,IN,CE
3112,87,2020-12-23,2022-04-09,9999-12-31,RE,AB
3113,1158,2021-04-09,2022-02-04,9999-12-31,FA,AB
3114,96,2021-05-14,2022-05-24,9999-12-31,IN,AB
3115,238,2022-06-22,2022-03-26,9999-12-31,IN,AB
3116,610,2021-11-01,2022-01-28,2022-02-05,FA,CE
3117,1261,2022-06-30,2020-10-15,9999-12-31,FA,AB
3118,650,2021-03-15,2020-11-08,2022-02-16,IN,CE
3119,600,2022-03-08,2021-08-22,2022-05-01,RE,CE
3120,1062,2021-01-10,2021-07-26,9999-12-31,RE,AB
3121,1732,2021-06-12,2022-03-14,9999-12-31,IN,AB
3122,885,2021-01-29,2022-06-13,2022-07-01,RE,CE
3123,1349,2021-05-14,2022-06-17,9999-12-31,IN,AB
3124,1364,2021-12-22,2021-10-05,2021-12-08,FA,CE
3125,1790,2021-09-25,2021-07-26,2021-11-20,IN,CE
3126,423,2021-08-06,2021-12-18,2022-03-01,FA,CE
3127,409,2022-05-17,2022-06-22,9999-12-31,FA,AB
3128,348,2022-06-18,2022-03-23,2022-06-17,RE,CE
3129,575,2021-08-06,2021-12-22,9999-12-31,FA,AB
3130,490,2020-12-20,2021-03-25,9999-12-31,RE,AB
3131,1014,2021-07-22,2020-10-22,2022-03-04,RE,CE
3132,1154,2020-11-28,2022-03-23,2022-06-19,FA,CE
3133,1102,2022-01-01,2021-11-09,2022-07-01,RE,CE
3134,656,2022-04-28,2021-01-03,2021-11-08,IN,CE
3135,1229,2022-04-01,2022-01-05,9999-12-31,FA,AB
3136,1200,2022-02-25,2020-11-25,2021-01-30,RE,CE
3137,119,2022-03-02,2022-02-24,9999-12-31,RE,AB
3138,1303,2021-09-13,2020-12-05,2021-10-23,RE,CE
3139,998,2021-06-12,2020-11-18,2022-06-30,IN,CE
3140,1903,2021-12-16,2022-05-18,2022-06-29,IN,CE
3141,1558,2021-11-14,2020-11-04,2021-06-10,RE,CE
3142,1997,2021-10-08,2022-02-18,9999-12-31,RE,AB
3143,1633,2021-11-20,2022-06-28,2022-07-04,FA,CE
3144,1016,2021-06-07,2021-04-18,9999-12-31,IN,AB
3145,1941,2020-11-25,2020-11-26,9999-12-31,RE,AB
3146,728,2021-12-24,2021-04-20,2022-03-14,IN,CE
3147,478,2021-01-04,2021-06-05,9999-12-31,FA,AB
3148,452,2022-03-22,2021-11-21,9999-12-31,RE,AB
3149,1614,2021-06-21,2022-01-11,9999-12-31,IN,AB
3150,1756,2021-01-21,2021-04-22,9999-12-31,RE,AB
3151,1842,2020-10-24,2021-07-22,2021-12-31,FA,CE
3152,1583,2022-01-14,2022-02-20,9999-12-31,IN,AB
3153,709,2021-09-28,2022-02-04,2022-06-06,RE,CE
3154,41,2022-03-01,2021-07-19,2022-01-07,RE,CE
3155,1594,2021-05-06,2021-04-22,2022-06-28,IN,CE
3156,322,2022-01-27,2021-06-20,2021-09-05,FA,CE
3157,1834,2021-07-22,2021-04-05,2021-10-04,FA,CE
3158,165,2021-10-13,2021-05-05,9999-12-31,FA,AB
3159,1755,2020-12-21,2022-04-23,2022-05-08,IN,CE
3160,290,2021-05-12,2022-04-27,9999-12-31,FA,AB
3161,233,2021-07-30,2020-11-25,2020-12-20,IN,CE
3162,1651,2021-07-11,2022-03-05,2022-03-20,FA,CE
3163,1878,2022-05-15,2021-02-23,2021-04-03,RE,CE
3164,1840,2022-03-19,2021-12-08,9999-12-31,IN,AB
3165,1922,2021-07-06,2022-06-21,9999-12-31,RE,AB
3166,316,2020-12-25,2021-01-14,9999-12-31,IN,AB
3167,1920,2022-02-16,2021-07-25,2022-05-29,FA,CE
3168,1398,2021-06-01,2022-03-14,2022-03-18,RE,CE
3169,1639,2022-01-13,2021-08-20,9999-12-31,RE,AB
3170,987,2021-03-14,2022-02-07,2022-03-01,IN,CE
3171,1472,2021-07-30,2022-03-07,9999-12-31,IN,AB
3172,1228,2021-09-07,2021-12-23,2022-05-22,FA,CE
3173,1390,2022-05-09,2021-07-29,9999-12-31,IN,AB
3174,280,2022-06-09,2022-03-19,9999-12-31,RE,AB
3175,911,2021-02-05,2021-05-05,9999-12-31,FA,AB
3176,39,2021-06-13,2022-02-27,9999-12-31,RE,AB
3177,642,2022-07-02,2021-04-15,2022-05-31,RE,CE
3178,1857,2021-10-02,2021-07-26,2021-10-11,RE,CE
3179,1719,2021-07-30,2021-06-20,2022-07-02,RE,CE
3180,1237,2022-05-18,2021-01-11,2021-04-07,FA,CE
3181,278,2021-02-28,2021-11-04,9999-12-31,RE,AB
3182,1753,2022-06-23,2021-07-05,2022-06-02,RE,CE
3183,1790,2021-12-10,2021-07-22,9999-12-31,IN,AB
3184,1954,2021-02-09,2022-04-03,2022-07-03,IN,CE
3185,1943,2022-01-20,2022-04-08,9999-12-31,FA,AB
3186,1441,2021-02-27,2021-12-26,9999-12-31,RE,AB
3187,908,2022-02-27,2021-01-04,2022-02-06,IN,CE
3188,1406,2022-06-10,2021-05-13,9999-12-31,IN,AB
3189,1348,2021-11-06,2021-06-25,2022-01-02,FA,CE
3190,1931,2021-08-28,2022-05-17,9999-12-31,FA,AB
3191,149,2022-05-01,2021-11-18,9999-12-31,RE,AB
3192,901,2021-06-08,2022-01-20,9999-12-31,RE,AB
3193,622,2021-11-19,2022-01-28,2022-05-15,RE,CE
3194,548,2022-04-25,2021-07-22,9999-12-31,RE,AB
3195,565,2021-07-06,2021-11-16,9999-12-31,FA,AB
3196,919,2022-05-08,2022-02-11,2022-03-17,FA,CE
3197,598,2021-01-13,2021-11-07,2021-11-15,IN,CE
3198,736,2021-01-04,2021-07-17,2022-06-23,FA,CE
3199,660,2021-03-27,2021-05-05,9999-12-31,FA,AB
3200,298,2020-10-26,2021-04-09,2022-02-13,IN,CE
3201,1849,2021-07-13,2021-02-09,2022-04-20,RE,CE
3202,948,2021-05-25,2021-07-06,2022-06-22,FA,CE
3203,1432,2021-03-17,2021-10-19,9999-12-31,IN,AB
3204,227,2021-10-30,2021-04-20,2021-08-24,FA,CE
3205,1197,2022-05-21,2022-02-03,2022-03-04,RE,CE
3206,213,2021-11-15,2021-12-22,2022-07-04,FA,CE
3207,845,2021-03-30,2021-04-19,2021-11-08,IN,CE
3208,1329,2021-11-18,2021-01-07,2021-02-12,RE,CE
3209,1614,2020-12-10,2022-05-21,2022-05-23,IN,CE
3210,278,2021-04-23,2022-02-04,9999-12-31,FA,AB
3211,1420,2021-05-06,2021-05-12,2022-01-18,FA,CE
3212,156,2021-11-08,2021-03-09,9999-12-31,IN,AB
3213,1897,2021-10-02,2021-11-01,9999-12-31,IN,AB
3214,1200,2021-12-16,2022-05-20,2022-05-25,RE,CE
3215,1873,2021-03-17,2020-12-10,9999-12-31,RE,AB
3216,366,2021-01-26,2021-06-06,2022-06-16,FA,CE
3217,376,2020-11-21,2021-02-08,2021-08-25,FA,CE
3218,1990,2020-11-03,2022-06-27,2022-07-05,IN,CE
3219,880,2021-08-13,2021-11-02,9999-12-31,IN,AB
3220,1355,2021-01-14,2021-10-15,2021-11-01,RE,CE
3221,1375,2021-01-21,2020-12-31,2021-05-29,IN,CE
3222,1905,2021-01-13,2020-12-10,9999-12-31,IN,AB
3223,346,2021-12-10,2022-05-16,2022-06-28,FA,CE
3224,1583,2021-08-14,2022-06-01,2022-07-01,IN,CE
3225,795,2021-12-03,2021-06-02,9999-12-31,IN,AB
3226,1357,2021-03-11,2021-09-17,2021-11-05,IN,CE
3227,1282,2022-04-17,2021-01-31,9999-12-31,RE,AB
3228,1175,2021-04-28,2020-12-23,9999-12-31,FA,AB
3229,1833,2021-07-13,2022-05-24,2022-05-25,RE,CE
3230,1713,2021-12-18,2022-04-04,2022-05-26,FA,CE
3231,312,2022-02-21,2021-04-20,9999-12-31,IN,AB
3232,1505,2021-08-14,2022-04-20,2022-05-31,RE,CE
3233,757,2022-04-11,2021-09-29,2022-02-15,FA,CE
3234,1569,2022-04-05,2021-05-09,9999-12-31,FA,AB
3235,1468,2022-07-01,2021-07-15,9999-12-31,RE,AB
3236,1826,2021-05-15,2022-03-11,2022-06-01,RE,CE
3237,1203,2021-05-04,2022-03-19,9999-12-31,RE,AB
3238,1362,2022-03-26,2021-04-29,9999-12-31,RE,AB
3239,940,2021-07-08,2021-08-31,9999-12-31,RE,AB
3240,544,2021-01-22,2021-06-12,2022-06-23,IN,CE
3241,1841,2022-05-06,2021-03-03,9999-12-31,FA,AB
3242,1069,2022-02-12,2021-01-02,2021-09-12,FA,CE
3243,1937,2022-02-19,2021-11-09,2022-03-01,RE,CE
3244,276,2021-10-01,2021-11-24,2022-05-07,RE,CE
3245,566,2020-10-19,2021-04-02,9999-12-31,FA,AB
3246,872,2022-02-27,2021-02-26,9999-12-31,RE,AB
3247,392,2020-10-20,2020-12-11,9999-12-31,IN,AB
3248,442,2021-07-27,2022-04-25,2022-06-05,RE,CE
3249,434,2020-10-11,2021-05-16,2022-04-09,IN,CE
3250,1531,2021-01-30,2022-04-28,2022-06-04,RE,CE
3251,1157,2021-04-16,2020-10-21,9999-12-31,FA,AB
3252,1644,2020-11-12,2020-12-10,9999-12-31,RE,AB
3253,668,2021-07-01,2021-01-04,2021-01-15,RE,CE
3254,1272,2020-10-15,2021-09-17,9999-12-31,FA,AB
3255,1084,2021-04-01,2020-11-02,2022-03-09,IN,CE
3256,422,2021-12-30,2021-06-13,2022-04-23,FA,CE
3257,512,2022-01-14,2021-05-23,9999-12-31,IN,AB
3258,1320,2020-10-19,2021-03-04,2021-08-11,IN,CE
3259,670,2021-03-02,2022-03-18,2022-04-11,RE,CE
3260,1648,2022-05-13,2021-03-26,9999-12-31,FA,AB
3261,1759,2021-05-11,2022-01-27,9999-12-31,FA,AB
3262,257,2022-01-05,2021-05-01,2022-01-14,RE,CE
3263,1542,2021-08-12,2022-01-22,2022-04-02,FA,CE
3264,759,2020-10-11,2020-11-10,2022-03-31,FA,CE
3265,659,2021-06-29,2021-12-06,9999-12-31,RE,AB
3266,82,2021-03-03,2022-03-10,9999-12-31,IN,AB
3267,1466,2021-02-22,2021-01-23,9999-12-31,IN,AB
3268,1684,2022-02-26,2021-03-03,2021-08-25,RE,CE
3269,300,2021-10-03,2021-02-19,2021-12-15,FA,CE
3270,1237,2021-02-06,2020-12-16,9999-12-31,IN,AB
3271,1999,2021-02-24,2021-10-15,9999-12-31,FA,AB
3272,1735,2021-05-30,2020-11-25,9999-12-31,FA,AB
3273,196,2022-05-03,2021-09-26,2022-05-08,FA,CE
3274,1015,2021-04-11,2021-09-21,2022-02-08,IN,CE
3275,556,2021-09-03,2022-07-01,9999-12-31,IN,AB
3276,1606,2022-03-14,2021-12-15,9999-12-31,IN,AB
3277,884,2022-01-21,2021-03-22,2021-07-29,FA,CE
3278,1436,2020-11-13,2022-04-17,2022-06-27,FA,CE
3279,1623,2021-01-18,2021-04-28,2021-05-29,FA,CE
3280,1628,2020-11-17,2022-01-14,2022-05-07,FA,CE
3281,471,2020-11-26,2022-05-14,2022-06-13,FA,CE
3282,768,2022-06-17,2022-02-14,2022-05-26,FA,CE
3283,1381,2021-01-01,2022-01-12,2022-07-03,RE,CE
3284,707,2022-05-22,2020-11-15,2020-12-16,IN,CE
3285,403,2020-11-07,2021-03-22,2021-12-18,RE,CE
3286,659,2020-11-14,2021-10-14,9999-12-31,IN,AB
3287,857,2021-05-21,2022-01-20,9999-12-31,IN,AB
3288,1795,2021-07-04,2021-11-08,2022-03-28,RE,CE
3289,1108,2021-12-27,2020-10-13,9999-12-31,IN,AB
3290,143,2021-02-21,2022-04-02,2022-04-16,RE,CE
3291,1232,2021-11-16,2021-01-12,9999-12-31,FA,AB
3292,1288,2021-04-13,2020-12-19,9999-12-31,IN,AB
3293,968,2021-12-01,2021-06-18,9999-12-31,RE,AB
3294,765,2021-06-16,2021-05-09,2022-02-08,RE,CE
3295,1838,2021-01-09,2021-09-06,9999-12-31,IN,AB
3296,444,2020-10-21,2021-08-20,2021-10-22,IN,CE
3297,1183,2021-02-25,2021-01-02,9999-12-31,RE,AB
3298,323,2021-08-26,2021-12-30,9999-12-31,FA,AB
3299,827,2022-04-11,2021-06-15,2022-01-26,RE,CE
3300,1426,2021-12-27,2021-12-06,9999-12-31,FA,AB
3301,500,2020-10-31,2020-12-27,2021-08-19,IN,CE
3302,482,2021-06-04,2021-06-06,2021-11-19,RE,CE
3303,245,2022-04-08,2021-06-12,9999-12-31,IN,AB
3304,1859,2020-10-28,2021-01-24,2022-03-15,IN,CE
3305,758,2022-05-13,2021-05-08,2021-07-30,RE,CE
3306,1532,2021-10-10,2022-01-22,2022-04-02,IN,CE
3307,1489,2022-05-05,2021-06-16,9999-12-31,RE,AB
3308,1913,2021-12-08,2020-10-27,2021-04-21,FA,CE
3309,1007,2022-02-27,2020-10-30,9999-12-31,RE,AB
3310,257,2021-06-25,2022-04-28,2022-05-19,FA,CE
3311,1388,2022-05-23,2022-04-22,9999-12-31,IN,AB
3312,226,2022-03-28,2021-12-07,9999-12-31,IN,AB
3313,1542,2021-09-05,2022-03-07,2022-03-13,IN,CE
3314,437,2022-06-20,2021-01-02,9999-12-31,IN,AB
3315,240,2021-01-05,2020-12-25,9999-12-31,IN,AB
3316,1369,2021-02-04,2020-11-06,2021-08-21,RE,CE
3317,1757,2022-03-01,2020-12-25,9999-12-31,FA,AB
3318,1463,2021-03-05,2022-01-06,9999-12-31,FA,AB
3319,1470,2022-02-07,2022-05-22,9999-12-31,IN,AB
3320,19,2021-08-19,2021-03-29,9999-12-31,FA,AB
3321,1269,2022-01-05,2021-11-23,2022-06-09,IN,CE
3322,1013,2022-03-31,2021-11-06,9999-12-31,IN,AB
3323,110,2021-06-01,2021-09-29,2022-04-04,RE,CE
3324,830,2022-05-13,2021-10-10,9999-12-31,RE,AB
3325,584,2020-11-17,2020-10-12,9999-12-31,RE,AB
3326,1778,2021-07-01,2021-02-22,9999-12-31,FA,AB
3327,1847,2020-12-16,2020-10-21,2021-01-11,IN,CE
3328,1517,2021-09-16,2022-05-27,9999-12-31,RE,AB
3329,673,2022-03-30,2020-11-13,9999-12-31,IN,AB
3330,498,2022-01-04,2021-12-09,2021-12-22,IN,CE
3331,1338,2022-06-01,2021-11-01,9999-12-31,IN,AB
3332,1760,2021-08-26,2022-05-28,2022-06-18,FA,CE
3333,875,2022-03-04,2021-11-07,2022-04-10,IN,CE
3334,437,2021-03-21,2021-10-16,2022-01-22,RE,CE
3335,1366,2021-11-18,2021-12-12,2022-02-06,RE,CE
3336,240,2022-02-15,2021-02-08,9999-12-31,IN,AB
3337,1540,2021-10-16,2021-10-25,9999-12-31,IN,AB
3338,457,2022-02-02,2022-06-13,9999-12-31,FA,AB
3339,1806,2021-01-12,2021-09-30,9999-12-31,IN,AB
3340,1525,2021-11-09,2022-02-16,2022-04-24,FA,CE
3341,1495,2022-06-10,2021-02-08,2022-06-18,RE,CE
3342,700,2020-10-13,2020-12-07,2021-07-20,FA,CE
3343,1638,2021-03-10,2022-03-22,9999-12-31,FA,AB
3344,1660,2021-07-05,2021-08-19,2022-03-01,FA,CE
3345,225,2022-04-23,2022-05-24,2022-06-23,IN,CE
3346,1800,2022-04-10,2022-05-13,2022-05-14,IN,CE
3347,1468,2021-05-12,2021-10-26,2021-11-07,RE,CE
3348,130,2021-05-19,2021-05-30,9999-12-31,IN,AB
3349,1622,2021-11-02,2021-02-17,9999-12-31,FA,AB
3350,706,2020-10-31,2022-01-03,9999-12-31,RE,AB
3351,1645,2021-03-21,2022-05-03,2022-07-03,IN,CE
3352,1816,2020-12-18,2021-12-23,9999-12-31,IN,AB
3353,1751,2020-12-18,2021-02-08,9999-12-31,RE,AB
3354,1925,2021-10-05,2021-04-14,9999-12-31,RE,AB
3355,55,2021-11-17,2022-03-03,2022-06-08,RE,CE
3356,25,2020-12-25,2021-09-24,2022-03-03,FA,CE
3357,927,2021-09-17,2022-02-06,2022-05-22,RE,CE
3358,67,2021-06-02,2022-02-08,2022-02-12,FA,CE
3359,68,2021-08-10,2021-02-14,9999-12-31,IN,AB
3360,901,2020-12-20,2022-03-16,2022-05-28,IN,CE
3361,92,2022-04-24,2021-08-24,9999-12-31,RE,AB
3362,1318,2022-06-26,2020-11-28,9999-12-31,IN,AB
3363,530,2021-10-24,2021-07-21,9999-12-31,FA,AB
3364,1364,2021-10-17,2021-12-03,9999-12-31,RE,AB
3365,663,2022-06-26,2022-04-10,2022-04-11,FA,CE
3366,539,2021-10-09,2022-06-21,9999-12-31,RE,AB
3367,1901,2022-02-18,2020-11-29,2021-03-31,RE,CE
3368,398,2021-09-25,2021-03-15,9999-12-31,RE,AB
3369,1486,2022-03-27,2021-11-11,9999-12-31,FA,AB
3370,1887,2022-06-21,2022-02-18,9999-12-31,FA,AB
3371,906,2021-05-30,2021-06-27,9999-12-31,RE,AB
3372,800,2021-01-31,2021-01-18,9999-12-31,RE,AB
3373,1960,2021-01-07,2021-09-10,9999-12-31,RE,AB
3374,210,2022-01-05,2020-10-28,9999-12-31,RE,AB
3375,890,2021-04-19,2021-09-08,2022-06-19,RE,CE
3376,1298,2022-04-17,2021-08-02,2021-10-01,FA,CE
3377,1359,2021-11-06,2022-02-03,9999-12-31,RE,AB
3378,419,2021-03-04,2022-02-17,2022-06-15,FA,CE
3379,1559,2020-11-21,2021-11-25,2021-11-30,FA,CE
3380,1361,2021-08-09,2021-03-03,9999-12-31,RE,AB
3381,1484,2021-11-27,2021-03-04,2021-05-12,IN,CE
3382,1499,2022-05-27,2021-09-15,9999-12-31,FA,AB
3383,1354,2022-04-07,2022-01-01,2022-02-19,FA,CE
3384,1414,2022-04-22,2020-10-17,9999-12-31,FA,AB
3385,901,2020-11-15,2020-11-28,2020-12-24,RE,CE
3386,1196,2022-03-09,2022-01-13,2022-05-11,FA,CE
3387,394,2022-05-18,2021-11-29,9999-12-31,IN,AB
3388,239,2022-01-29,2021-01-18,2021-09-13,IN,CE
3389,1814,2022-01-06,2021-11-10,2022-06-07,RE,CE
3390,1378,2021-05-28,2021-09-03,2022-06-15,FA,CE
3391,448,2020-10-17,2021-01-11,2021-10-20,IN,CE
3392,1357,2022-05-08,2021-08-28,9999-12-31,FA,AB
3393,1196,2022-05-25,2021-03-01,2021-06-07,IN,CE
3394,1676,2022-05-24,2022-03-23,9999-12-31,IN,AB
3395,1386,2021-08-02,2020-11-01,9999-12-31,RE,AB
3396,601,2022-05-16,2021-08-08,2021-10-26,RE,CE
3397,1149,2021-07-05,2022-02-06,9999-12-31,RE,AB
3398,519,2021-01-26,2021-11-28,9999-12-31,IN,AB
3399,1050,2021-10-19,2021-12-05,9999-12-31,FA,AB
3400,542,2020-12-17,2022-06-05,9999-12-31,IN,AB
3401,609,2021-12-18,2021-01-15,2021-01-29,RE,CE
3402,956,2021-01-28,2022-06-27,2022-07-02,RE,CE
3403,1517,2021-08-20,2021-10-16,9999-12-31,FA,AB
3404,74,2021-06-05,2022-06-11,9999-12-31,RE,AB
3405,423,2021-12-10,2021-01-18,9999-12-31,FA,AB
3406,1327,2021-12-31,2022-03-04,2022-06-14,FA,CE
3407,1379,2022-06-01,2022-06-03,2022-06-26,FA,CE
3408,835,2020-10-17,2021-07-27,9999-12-31,RE,AB
3409,1653,2022-01-24,2021-02-13,9999-12-31,IN,AB
3410,1347,2021-06-25,2022-06-08,9999-12-31,FA,AB
3411,878,2022-02-13,2021-01-16,2022-03-05,FA,CE
3412,501,2022-03-19,2022-03-06,9999-12-31,RE,AB
3413,1726,2021-04-07,2021-09-09,9999-12-31,FA,AB
3414,612,2022-05-07,2021-12-07,2022-05-24,IN,CE
3415,962,2021-05-09,2021-12-19,9999-12-31,IN,AB
3416,577,2022-04-17,2021-04-14,9999-12-31,RE,AB
3417,755,2022-04-10,2022-05-22,2022-06-08,FA,CE
3418,638,2022-04-13,2020-10-28,9999-12-31,RE,AB
3419,1233,2020-11-05,2020-12-16,9999-12-31,FA,AB
3420,1646,2021-02-26,2022-04-27,2022-05-07,RE,CE
3421,21,2021-12-26,2021-06-23,9999-12-31,RE,AB
3422,1933,2021-07-05,2021-08-22,9999-12-31,IN,AB
3423,1668,2021-05-10,2022-01-27,9999-12-31,RE,AB
3424,1416,2020-12-26,2021-10-28,2021-11-05,FA,CE
3425,534,2022-01-11,2021-08-07,2021-12-17,FA,CE
3426,823,2021-12-24,2020-10-19,9999-12-31,IN,AB
3427,1118,2022-07-01,2022-01-31,9999-12-31,IN,AB
